chunk_id,window_start,window_end,text,,,,,,binary_hit,confidence
24,0:48:00,0:50:00,"[48:00–48:30]
my child from her school. Not only did you take away my child support at school, but now you're
going to go outside of school and take away her support from community resources as well. How is
this okay? This is not okay. To the two of you, stop harming our children. To the rest of you, don't
let this happen. Thank you. Miss Lynette Aladdon, followed by Tamar McFarland.

[48:30–49:00]
Good evening, Dr. Gugorski and the Board of Trustees. I'm Lynette Aladdon, a retired KDISD librarian
concerned stakeholder. I would like to address my concern regarding some recent issues with some of
our current school board members. One of the KDISD school board member coda ethic is Tell the Truth.
However, two board members have recently violated it. Mary Ellen Kuzella and Morgan Calhoun publicly
participated in the hate and misinformation campaign on their personal social media accounts against
a local non

[49:00–49:30]
A local nonprofit organization, Katie Pride, that preceded Talhoon Typhoon, Texas's decision to
abruptly cancel a private event contract between the venue and Katie Pride. KDISD staff members have
been told by our district and our state that words they say are content they post publicly, even if
done so on personal platforms, on personal time may still carry professional consequences. Teachers
can be disciplined for engaging in behavior that negatively reflects on the district or is perceived
to interfere with their ability to do their jobs. While I was a KDISD employee, I was mindful of
what

[49:30–50:00]
content I posted on my personal and professional social media accounts. Tonight I asked the board
why should that be any different for the school board members? Ms. Calhoun and Ms. Kazella are
representing the district and should be held accountable for their actions. I request that these
board members should be publicly censored for their slanderous comments and actions directed at
Katie's LBGTQ community. Thank you. Thank you. Next will be Tamara McFarland, followed by Jesus
Nito.",,,,,,0,5
25,0:50:00,0:52:00,"[50:00–50:30]
Hi again. Trustees Calhoun and Kuzella have been the trailblazers on this board for the protection
of students and parental rights. And I applaud them for that. And now Texas has the strongest child
protection and parental rights law in the country mirroring their work. So thank you. There is so
much hate-filled misinformation circulating about trustees Morgan and Mary Ellen that these
dedicated volunteers.

[51:00–51:30]
Volunteers and moms do not deserve. I didn't see anything false that they posted, and you must think
they have a lot of power to cancel an event of that magnitude. They have a right to their beliefs,
and the community saw the advertised all-ages drag performances and drag story time, and this raised
alarm bells. A simple search of the headline performers Kean Kismet and Serena the Teen Bitch
Spellman showed pictures of their sexually explicit performances.

[51:30–52:00]
Performances. And the Texas Penal Code prohibits these types of performances in the presence of
minors. Now I'm not saying that that is how the the show went, but the the community had a right to
be concerned. So I think that if the organizers had not you know advertised that way, we would not
have this issue. Thank you. Jesus Sieto. Followed by Lauren Rosenberg.",,,,,,0,5
26,0:52:00,0:54:00,"[52:00–52:30]
Rosenberg. Um good evening. My name is Jesus Nieto. I'm a community organizer and a board member of
Katie Pride. Um and my pronouns are he him. I am a member of the community here in KDISD, and I'm
here to demand accountability for trustees um Morgan Coo Calhoun and Mary Ellen Kuzella. Um their
false claims about Katie Pride cause panic, leading to last-minute changes in our venue. For three
years our celebrations have been completely.

[52:30–53:00]
family friendly, yet the trustees choose to spread fear through baseless claims with misleading
photos and false statements, harming families, students, and the broader community who look forward
to this event as a safe and inclusive space. Teachers in Texas are being held accountable for their
personal social media use, with elected officials calling for their firing and even sharing their
personal information. It is only reasonable that school board members who are entrusted with guiding
our schools and upholding public trust should be held to the same, if not a higher standard.
President Remin, it's time to take action. No more wishy washy comments.

[53:00–53:30]
She comments. You and the other the other colleagues can take action, which is a form uh through a
form of censure, which is a public reprimand. It's simply a stop to the risk, informing them that
their behavior is not to um is not to be had anymore in this district. So please, President Resmond
Redmond, as a community member, you need to take action. It's time. Thank you. Thank you.

[53:30–54:00]
Good evening, President Redmond, members of the board, Superintendent Grigorski, and everyone here
tonight. My name is Lauren Rosenberg, and I'm a parent with two children at Patison Elementary, and
I'm here tonight with a message of gratitude. Um, I'm speaking tonight on behalf of the Patison
Elementary PTA as their PTA president. The student population at Patison has been rapidly growing
over the past several years, causing us to outgrow our campus. Portable buildings were brought in,
and our entire fourth grade team, which was 10 teachers and over 200 students, were utilizing these
for additional classrooms.",,,,,,0,4
27,0:54:00,0:56:00,"[54:00–54:30]
Thanks to the 2023 Bond Committee and the support of this board, our Aging Campus was selected to
receive an addition of 10 classrooms to our building. I want to extend our heartfelt gratitude for
your vision and commitment in supporting the 2023 bond that has made our campus remodel possible.
The 2024 25 school year was spent under construction, and our school motto for the year, keep going,
keep growing, was very fitting as our campus was growing both academically and physically. We
adapted and learned to live through the construction, and at the beginning of this school year, we
were able to proudly open the new fourth grade wing of Patison Elementary.

[54:30–55:00]
Elementary. Because of your leadership and the community's trust in your plan, our school now has a
beautiful new wing with 10 additional classrooms. We know that projects like this require
dedication, foresight, and collaboration. Thank you for prioritizing the safety of our students and
educators and believing in the future of Patison Elementary. Thank you. Thank you. Julie Ames,
followed by Keegan Toleson. Julie Ames. All right, we'll move on to Keegan Toleson.

[55:30–56:00]
Oh. I'm reading this for a concerned community member and parent, but also as someone who belongs to
the LGBTQ plus community that has been directly impacted by the actions of trustees Morgan and Mary
Ellen. What transpired over the past week was not merely a moral failure, it was a constitutional
and ethical one. Following inflammatory social media posts and public statements made by",,,,,,0,4
28,0:56:00,0:58:00,"[56:00–56:30]
these trustees, Typhoon Texas Water Park abruptly canceled the Katie Pride celebration. This event
was meant to provide a safe, family friendly space for inclusion, joy, and community connection.
Instead, it became the target of coordinated backlash fueled by rhetoric that originated from
individuals entrusted with public authority. The trustees' conduct represents a serious breach of
the Texas Education Code, the Texas Government Code, the KDISD Board Ethics Policy, and the U.S.
Constitution. When elected officials use their positions to publicly discredit marginalized groups,
they are not exercising free speech. They are acting under the color of law, and their words carry

[56:30–57:00]
the power and implication of the office that they hold. The First Amendment's established clause
prohibits government officials from advancing or endorsing religious viewpoints in a way that
infringes upon the rights of others. Likewise, the Fourteenth Amendment guarantees equal protection
under the law to all citizens, including LGBTQ students, parents, and families. The action of
trustees Callahan and Cusella have eroded these protections by creating a climate of hostility and
fear, signaling that discrimination cloaked in relig religious rhetoric is allowed within our
district. Thank you.

[57:00–57:30]
Next will be May Yang, followed by Nancy Eddy. Good evening, dear KISD Board of Trustees. Thank you
for this opportunity for me to pray for our school district. Our Heavenly Father, Creator of the
Universe, I humbly come here to you to first thank you for raising up Trustee Mary Ellen.

[57:30–58:00]
Kozella and Trustee Morgan Calhoun to speak against the pride event, whose performances and
activities are not pleasant in your eyes and inappropriate for children of all ages. Lord, please
send the guardian angels to be with these two courageous trustees and all the other ones who voted
for placing Ten Commandments in KSD classrooms. Blessed are your hearts. You are the angels who",,,,,,0,5
29,0:58:00,1:00:00,"[58:00–58:30]
are protecting the children of our of our school district. Lord, you are the way, the truth, and the
life. May you send Holy Spirit to touch each and every one of us' heart in this room, so we can all
know the truth sooner or later. You are merciful God, but you're also the God of righteousness and
judgment. I pray that we all repent and ask for your forgiveness of sin before it's too late. As you
are the only and final solution to all our difficulties.

[58:30–59:00]
weaknesses, and problem. Thank you. Nancy Eddie's followed by Heather Tollison. Nancy Eddy, followed
by Heather Tollison. Miss Eddie? No, Miss Eddie?

[59:30–01:00:00]
My daughter didn't have enough time, so I'm going to finish. Under Texas Education Code 11.1511B,
trustees are explicitly required to promote a positive climate for learning and ensure compliance
with all applicable laws and policy. Publicly targeting a segment of the community, particularly one
that includes district families and students, violates the statutory duty and undermines the federal
model trust between district and those it serves. Faith should never be a weapon to wound or define.",,,,,,0,5
30,1:00:00,1:02:00,"[01:00:00–01:00:30]
It should call us to love, empathy, and justice. When trustees invoke the name of God to justify
exclusion or intolerance, they misuse both their platform and their principles they claim to
represent. That misuse is not just morally indefensible, it is a potential violation of the
establishment cause, Title IX, of federal civil rights protection against discrimination based on
gender identity and sexual orientation. You, board, are now facing a defining moment of silence and
inaction which will signal complicity, or you can choose to be accountable and hold them
accountable.

[01:00:30–01:01:00]
I urge this board to take the following immediate actions issue a formal public statement
reaffirming KDISD's commitment to inclusion, equality, and the protection of all students and
families without acceptance. Number two, conduct an ethics policy review of trustees Calhoun and
Kuzella, public communication to determine whether they have violated district policy, Texas
Education Code, or state ethics standards. Require comprehensive constitutional diversity and
inclusion training for all trustees and district leadership.

[01:01:00–01:01:30]
David Jiang, followed by Bill Wallace. Opportunity to speak. I would like to thank Trustee Mary
Allen Kozilla and Morgan Cohen for speaking out against KD Pride event that was planned at Typhon,
Texas. The activity and performance associated with that event was clearly inappropriate to
children.

[01:01:30–01:02:00]
And it took tremendous courage to stand up for what is right and to protect our students. We are so
blessed to have both of you serving at this board for over 100,000 students in the Katie area. Thank
you so much, Ms. Mary Allen and Ms. Gold Morgan. We all support you. And I would also like to
express my gratitude to this board for supporting the placement of Ten Commandments in our classroom
by allowing our",,,,,,0,5
31,1:02:00,1:04:00,"[01:02:00–01:02:30]
students to see the Ten Commandments on a daily basis, you are affirming that education is not only
about academic knowledge, but also about character and worldview building. The Ten Commandments
offer our students clear moral guidance to distinguish right from wrong. Anchor them in principles
that endure for enduring the truth and true. Thank you all of you for your leadership and thank you
for your commitment to raise a generation.

[01:02:30–01:03:00]
Thank you. Bill Wallace, followed by Claudia Turcott. Bill Wallace, W-A-L-L-O-S. There he is.
Followed by Claudia Turcott. And then the final speaker after Ms. Turcott will be Neil Stratton.
Thank you very much for allowing me a few seconds here. My name is Bill Wallace. I'm a pastor. I'm
here tonight to thank Morgan Calhoun and all you ladies or men who have.

[01:03:00–01:03:30]
stood with her. I want to thank you for loving this community and Jesus Christ enough to stand for
the truth of God's word. I want to say to you that you have sown much good seed and you will reap a
great harvest. The next thing.

[01:03:30–01:04:00]
I want to address is some of your pastors. I want to address some pastors in KD, Texas. To the
pastors who chose not to be here tonight, because of a lack of courage or fear of controversy, I say
this to you. If you choose not to get into this battle, KD, Texas is going to experience a level.",,,,,,0,5
32,1:04:00,1:06:00,"[01:04:30–01:05:00]
of depravity that hasn't been seen since Sodom and Gomorrah. Thank you. Miss Claudia Turcott,
followed by Neil Stratton. Mr. Wallace, your your time is up. Thank you for being here tonight. Miss
Claudia Turcott. Followed by Neil Stratton.

[01:05:00–01:05:30]
Good evening. Trustees Kuzella and Calhoun, thank you for having the courage to speak up about the
Katie Pride event. You are willing to sacrifice your own comfort for the sake of vulnerable
children. We need more of that from our leaders. Many of the people in the Pride event are likely
well-meaning with good intentions, so I don't fault them for doing what in their eyes seems
harmless. However, we Christians know that children and drag queens

[01:05:30–01:06:00]
Queens, transgenderism, and adult sexual preferences do not mix. So I asked myself, why didn't
everybody on the board speak up? I'm pretty sure all of you profess to be Christians. Christ said, I
know your works. You're neither cold nor hot, so because you're lukewarm, I'm about to spit you out
of my mouth. As believers, we should fear the wrath of God, not man. I have often wondered if the
heaviest millstones are not reserved for those who know better but do nothing.",,,,,,0,5
33,1:06:00,1:08:00,"[01:06:00–01:06:30]
To whom much is given, much is required. Miss Cuzella and Miss Calhoun, your dedication to truth and
goodness is inspiring. And I'm hearing a lot of chatter behind me about there is no love. I can tell
you that the definition of love is willing the good of another, and without truth, you cannot have
love, and without love you cannot have truth. Thank you. Thank you. Our final speaker tonight will
be Neil Stratton.

[01:06:30–01:07:00]
Good evening, thanks for having me. I voted for Ms. Calhoun and Ms. Kuzella for one reason because I
knew they would stand up for the children of Katie ISD. They were doing just that with their
actions. I hope everyone can hear me. Katie Pride chooses to have a presence at Typhoon, Texas, for
one reason. That's to influence the children of Katie with their lifestyles. There are millions of
other places they could celebrate their organization. Ms. Kuzella and Ms. Calhoun deserve
commendation, not censure, for their actions. I wish we had more members.

[01:07:00–01:07:30]
of KBSD school board who acted as they acted. Thank you. Thank you. Mr. President, point of order. I
know that Miss Kelly Hamilton, our second speaker, I believe, she referenced that she gave us some
paperwork and I didn't get it. Is there any way we could get that? Oh, okay, got it. Okay, great.
And then I had one other um item I wanted to share because a speaker made a

[01:07:30–01:08:00]
reference about uh a conversation that Trustee Champagne and I made last week. There were 98
speakers at the August 28th meeting. 98 speakers signed up. 41 of them. I did the work. 41 speakers
were not in KDISD or had no public record of a speaker of that speaker associated with that address.
So 41 of the 98 signed up. 12 speakers didn't even show up. A multitude of form",,,,,,0,5
34,1:08:00,1:10:00,"[01:08:30–01:09:00]
emails were blanketed into our email. And most of those were received from out of the state. I don't
have an exact number of that because those emails have been archived. But when you take all of those
numbers together, yes, my statement was true. A vast majority of the speakers were not in KDISD or
did not have any public record of them living in KDISD. So that is important that the public know
that. And in my last comment is in 2025.

[01:09:00–01:09:30]
in the legislative session, Texas made this policy, our policy, law, providing that the majority of
Texas citizens support this policy. So I don't agree with what you said respectfully, uh Trustee
Champaign. You are wrong. The majority of people were not in our and so factual response, not a
point of order. Right? You wanted a factual response? Yes. Okay. Thank you. This concludes the open
forum portion of our meeting. The board will now convene and

[01:09:30–01:10:00]
close meeting as authorized under section 551.001 of the Texas Government Code for the following
purposes Texas Government Code 551.071, 551.074, 551.076, and 551.129. Thank you. The board will now
reconvene in open meeting. Today is Monday, October 27, 2025, and the time is 726 p.m. Uh on behalf
of my colleagues, I welcome everyone to this.",,,,,,0,5
35,1:10:00,1:12:00,"[01:10:00–01:10:30]
evening's regular board meeting. Each board member received the agenda and documentation for this
meeting on Wednesday, October 22nd, 2025. The board will receive information and recommendations
from staff, administration, and the superintendent on these agenda items at tonight's meeting. Board
members members will be able to ask questions, receive answers, and should be prepared to take
action. We've just re- The board has just reconvened from closed meeting in accordance with Chapter
551 of the Texas Government Code. Any action arising from discussions and closed meetings meeting
must be taken in open meeting. We're not taking any action based on our closed meeting.

[01:10:30–01:11:00]
And we will move on to Section 7 Academic Presentation, The Effective Schools Framework. And our
presenter is Natalie Martinez, our Executive Director of School and Improvement. Tonight I'll
present to you the effective school framework and how we use this model to continuously support
improvement in KDISD schools. This is a TEA framework that started with reviewing research based
best practices and putting them into one common framework. It is not rocket science.

[01:11:00–01:11:30]
It's an organized comprehensive approach that includes educational work from the DeFors, Marzano,
Bamberg, Santoyo. It supports the belief that schools need to assess their current reality, build a
common vision around prioritized areas, and receive and deliver targeted support. This leads to
improved student outcomes for all schools. To begin, I'd like you to sit back and watch the TEA
overview of the framework.

[01:11:30–01:12:00]
How would schools know they're on the right track? Introducing the Effective Schools Framework, or
ESF, a collaborative and aspirational model of success designed for all campuses. The ESF provides a
clear vision and shared language for what effective schools are doing. The framework captures those
best practices districts and campuses strive for on a daily basis. It's targeted, focused, and is
easily accessible to any campus. Consisting of five levers, the ESF encompasses critical aspects of
teaching and learning.",,,,,,1,4
36,1:12:00,1:14:00,"[01:12:00–01:12:30]
Each lever identifies district commitments, essential actions, and key practices that assist school
leaders in their improvement planning. These instructional strategies are research based and proven
effective. The framework provides a basis for school diagnostics while ensuring alignment to
resources and support. The Effective Schools Framework supports the Texas Education Agency's vision,
improved student outcomes for all the children in Texas.

[01:13:00–01:13:30]
The effective school framework has been utilized in KDISD for the past six years now. We use this
framework to guide continuous improvements towards student success. The framework includes five
levers strong school leadership, strategic staffing, positive school culture, high quality
instructional materials and assessments, and effective instruction. Although it seems basic, each
lever is broken.

[01:13:30–01:14:00]
down into specific essential actions and success criteria. Schools study all levers with us, and as
a leadership team, they choose their focused area for the year. As you can imagine, all of these
things are in place when running a school, but we narrow the focus to one to strengthen the
implementation and support for the school year. In KDISD, many of our schools choose to focus on
effective instruction and strong school leadership, and as you can imagine, those two go hand in
hand. The framework is meant to build a common language and common expectations.",,,,,,1,5
37,1:14:00,1:16:00,"[01:14:00–01:14:30]
for the campus. Validating and reinforcing best practices helps build capacity among our leaders and
teachers. Here are two examples of how schools may choose to focus. Example one shows the importance
of small group instruction and key components to strengthen the practice. Example two shows the
importance of data-driven instruction and key components of how to move forward with this practice.
Once a campus determines their lever and their success criteria,

[01:14:30–01:15:00]
Criteria, the implementation begins. In KDISD, we have a five system approach that focuses on
communication and support. A monitoring tool is used to write down the common language and the
common expectation so that everyone is on the same page. Next, we teach the expectation to ensure we
are setting everyone up for success. Once the expectation is taught, we inspect what we expect. This
is critical during the implementation process and leads to great dialogue between educators to
support building their craft.

[01:15:00–01:15:30]
Data is collected on the implementation, which tells campus leaders where things are going well and
where additional learning and support may be needed. Finally, communication is key. We stress a two
way communication between staff and leaders before, during, after, and always in this process. The
big idea is to ensure everyone is set up for success and supported in their areas of expertise. We
also have schools that are identified to work through this process in collaboration with Central
Office.

[01:15:30–01:16:00]
Identified schools are assigned a support team that includes assistant superintendent, principal,
the campus leadership team, the school improvement team, CNI team, and if appropriate, we also
include UL, SPED, and the intervention team as well. There are three meetings in the fall to not
only discuss their focus area and data, but to also walk classrooms and support leadership teams on
how to coach each other and teachers. We enjoy getting to see the teachers in action and being part
of this implementation plan. In the spring, we have one additional.",,,,,,1,5
38,1:16:00,1:18:00,"[01:16:00–01:16:30]
This spring we have one additional meeting to discuss map accountability predictions, review
supports, and address any barriers that still exist. Sorry about that. Campus visits are for the
identified school, but we also have opportunities throughout the year for all participating schools
to meet and collaborate about their work and their implementation plans. At this time, I'd be happy
to answer any questions. Board, any questions? Mr. President?

[01:17:00–01:17:30]
Ms. Cazella. Thank you, Ms. Martinez. Appreciate it. Um I uh wanted to ask, and please help me out
here. Usually when we see academic uh reports and outcomes, um it's at a quite high level, which I I
understand, and I know how you guys tease it down to a very minute level. Um a lot of times I hear
the public say, Well, what about all the Title I schools? You know, where where you know, they're
not succeeding or how did they grow? And do we have a report that the board can

[01:17:30–01:18:00]
see periodically of that segment of the population of our school to so that we can constructively
work as a board for academic outcomes and support your efforts. Because I usually I see, I mean,
there's such great success, but I know there's parts of our district that are drowned out by that
success, and we don't I don't see that or I don't feel like I see that. Do you have a recommendation
for me, or is there a report that could be given so that we can see more of the minutiae where it
where it needs help and discuss how the board.",,,,,,1,4
39,1:18:00,1:20:00,"[01:18:00–01:18:30]
can support that. Sure. The data can be run in many, many ways. And so by ratings, if we're talking
about state accountability, absolutely. We can also put an asterisk by schools that are Title I. So
you know automatically which ones are Title I. That kind of helps just pull it out to a different
level. Right. Yeah, like the Title I schools. That'd be great to be able to track isolated? Or do
you want to be isolated? I want to see isolation of where we have things where we're trying to work
on the growth of the outcome. I typically like to uh I can isolate Title I schools, but I do like to
show.

[01:18:30–01:19:00]
the longitudinal so you can see year after year the ratings and not just a letter grade but a number
grade as well. But also keep in mind that um there are different domains in the system and so
sometimes you'll see growth in one domain. You may not see it overall. So we can do it in both
different both ways, where it's just a high level overall, but then to domains included so you can
see a a little bit more detail. Yeah. That would be fabulous. So I can have a perspective of where
in the district we need to to help out. And in you know, I've read a lot about the the Mississippi
Miracle.

[01:19:00–01:19:30]
Miracle, I don't know if people under with literacy. Um, and so I think they focused on like a
fourth grade literacy level. Uh that's part of that uh Mississippi Miracle. If anyone knows what I'm
talking about, sounds funny, but they they achieved quite high success with where they were, and
they focused on the lit fourth grade literacy rate, I believe. Do we have a uh do we watch fourth
grade literacy reading? So House Bill three is more about third grade. Uh so in our state, that's
where we where we watched that piece. But I would say our our teams watch.

[01:19:30–01:20:00]
all grade levels. Uh but the House Bill three is what you're gonna see when we pull out a specific
one. Okay. I and we I know we are obliged to do that because that's how the state defined it. Maybe
there's something else we could do on top of that to be to be discussed. The high schools, I had a
question from someone a constituent who was used to seeing the I don't I think this applies uh the
campus profiles for high schools that are given that accompany transcripts when they're sent out for
high school students.",,,,,,1,4
40,1:20:00,1:22:00,"[01:20:00–01:20:30]
Do you know what I'm talking about? Um and uh they were wanting to see a certain range from 2019 to
2025 to current to kind of see the growth or what what has changed. Is that public information all
years? Ms. Casella, we do have we update the campus profiles for all ten of the high schools every
year. Um with the uh data from the previous year courses that they're offering, and yes, um that's
been a process every year, so we would be able to pull those from each year. We sh they should be
able to get that from any year that they

[01:20:30–01:21:00]
need. I'd have to check to see if they're active on the website previous years, but of course
they're they all have a deadline that they have to have their profile updated for this year so that
it goes with the transcripts when they're sent to colleges. Okay, but prior years should be on
record somewhere. Somewhere I'll check on it. And it's public information. Yes. Okay, and just for
the public to know, that's like the the profile of the school. It's got star performance, SAT A C T
Demographics and Performance. It's a it's a nice resume of the high school per year. So I think they
all use the same template. So I would like to have that 2019 to

[01:21:30–01:22:00]
Uh 2019 to 2025 campus high school profiles for our wonderful high schools. I appreciate it. Thank
you. Mr. President. Ms. Fox. Dr. Martinez, thank you for the presentation. Could you go to slide um
six, please? One more back. That one. Um this one? Nope. Yes. That number is common language and
expectations, that one. So",,,,,,0,4
41,1:22:00,1:24:00,"[01:22:00–01:22:30]
So I'm very fortunate to be on the academic committee last year with Mr. Redmond, this year with Mr.
Cross. And so I get to speak with you and Dr. Bell and and Dr. Kaskey at length about what you all
do and how you do it and how you reach every child and in every campus, you know, um those who are
very successful and those who are are on the road to being very successful. So when when we see
something like this and it's just a quick like okay

[01:22:30–01:23:00]
Okay. But the amount, I just want to call attention to the amount of information in each one of
those bullets. The amount of things that happen, differentiated resources, quality questions in
small groups. So as I'm on my walking tours of my assigned campuses, and I go classroom to
classroom, wherever the principal wants to take me, and I just walk through a classroom, they don't
know I'm coming. I like it that way, and principals do too. And you just

[01:23:00–01:23:30]
walk in and you'll see a teacher working with a small group, three or four at a time, and in every
corner of the room, small groups of children with an activity, with an assignment working. Uh they
love to sit in the floor, they love to sit on bean bags, all those things, but they're working with
each other. And the manipulatives they have, the assignments they have, it's not a m it's not just,
oh go find something. No, it's very intentional. And that's my word this year is intentionality.
Seeing it every classroom, every teacher, every school.

[01:23:30–01:24:00]
as you walk through. It's I said my jaw is tired from hitting the floor, and my heart is too full, I
can't keep it all in. And my face is tired from smiling at seeing all of this happening. And
meanwhile, there's the data, you're gathering data, and your group is helping and supplying all of
that and how to help. Another one, maybe. That five systems. I wrote that down. That five systems
for successful implementation. There's lots of ways of implementing something, but if it doesn't get
you to your result, and you talk to",,,,,,0,4
42,1:24:00,1:26:00,"[01:24:00–01:24:30]
us about what that looks like and how to get there. And it's, you know, okay, five systems, there
they are, just bing, bing, bing. Okay, those look great. And you read it and you're like, okay. But
that's not easy. That is very specific. Lots of data built in there, lots of things that you're
looking for when your group goes in and you just observe. You're looking for something different
than what Dr. Bell's group is looking for, which Dr. Kasky's group is looking for. It's complicated
and it's specific. And it's it's targeted the wrong word, but it's targeted towards.

[01:24:30–01:25:00]
It's targeted toward toward the success of the successful implementation. And so it's not just
students, it's teachers, it's paras, it's special ed. And the next one, I'm almost finished, I'm
almost to the last slide, Dr. Mr. Redmond, just give me a minute. Uh this one on page eight, the
next one, just again, it's just a whole bunch of words on a page, and you read through them and go,
sure, sure. But the Office of Other Languages at O O L SPED Intervention. Every one of those is a
different team with specific.

[01:25:30–01:26:00]
outcomes they're looking for. And right, Doc Mr. Cross, six specific things that they implement. And
everybody coming together, it's it's just fascinating to me. And the more I know about it, the more
I see when I'm actually witnessing it. I put a lot of um pictures on my social media to share with
the community and say, I wish you could come with me, but since you can't, here's what I see, and
then here's the intentionality. Here's a small group, here's the the",,,,,,0,4
43,1:26:00,1:28:00,"[01:26:00–01:26:30]
These were kindergartners reading sentences off of the projector on the wall, whatever that's
called, smart board, probably. And they were they were reading. I was like, I looked at them and
said, Is this first grade? No, it's kindergarten, we can read. And they it was just so in their word
for the day when they're talking about emotions, was surprised. And I was like, Mrs. Fox was
surprised that you could read by yourselves, right? And full, just precious. And yet, you know, all
the intentionality, and the teacher had a way of congratulating them.

[01:26:30–01:27:00]
that was quick, easy. They knew what the thing was, that the pat yourself on the head or whatever,
and then right to the next thing. There are no wasted minutes. I just want our people to know this
is not a oh look, look at that. They they learn to read. We got it done. Not every day is probably
as successful as what they wish. And I know teachers are never satisfied. They always think of the
one more thing they could do or wish this one, you know, I need to do more here. And so I just
wanted to talk about that. The goals and strategies.

[01:27:00–01:27:30]
strategies, the observations, the data that you put together and the data that Mrs. Kuzella asked
for, it's all there. And we have it for every campus and you're looking for growth and improvement
and tweaking just the littlest thing. And I love what you said, data on what's going well and where
it needs a tweak or two and the support that they have to do that. I I continue to be impressed,
surprised, and delighted and so stinking proud of our district. So thank you.

[01:27:30–01:28:00]
I'm sorry, Mr. Redmond. Mr. President. Ms. Champaign. All right. Thank you for your presentation. I
I'm going to try to be uh kind of short, but I I did want to t say something about the academic um
committee. That well first I was going to back up. So before there was a couple of trustees that
came in 2020, um, they were elected in November that year. And in January, it was uh Leah Peters and
uh Greg Shalty. January we got we what we used to get was this huge long report of like 500 pages.",,,,,,1,4
44,1:28:00,1:30:00,"[01:28:00–01:28:30]
five hundred pages and I remember they s said that they read the whole thing and and they don't know
why they have to read it and what are they trying to memorize and then not long after that we had an
academic committee you know maybe maybe when Mr. Perez was here and said that okay let's just
consolidate the information and then that was good and then I thought there was a link on on
something that pe you know that anyone could go I d can anyone go to we still have the link okay and
then Mrs. Cazella maybe that information is on that link that you're looking for. It's a link

[01:28:30–01:29:00]
with those five hundred pages of stuff. And is that right, Dr. Kaske? So there is a link that they
could go and research that to okay. I I just want to be able to monitor that on a regular basis from
the board's perspective and know how does that translate to what we're doing and what we can do for
that. I hear you. But I'm just saying you can do that and you can look at that link and you could
find the information and and you could go back in time probably and like compare it and all that.
The other thing I wanted to add was

[01:29:00–01:29:30]
Um the 2019-20 that you wanted the information from 2019. I think that's interesting. I wonder why.
And that's it's okay. But just just because we all know this that 2019-2020 was ended up being a
terrible school year. And then you know that you had the 2020-2021, you know, we were in COVID. So
the comp I will never forget this. The comparison of like the 2018-2019 school year to like I don't
know, the 2020, 2021 school year was so bad.",,,,,,0,3
45,1:30:00,1:32:00,"[01:30:00–01:30:30]
But not with that, just with us across the nation. So if you look at the just a 2018, 2019 school
year, and then you compare it to let's say 2021, 2022, it's kind of like not fair because it's it's
slightly like we had to like restart over again almost in a lot of ways. Do you do you agree with
that? I mean it was digging out of a hole kind of a thing. I would say for any comparative data,
it's always about the story behind the numbers, so that the numbers are what they are. But digging
into why the numbers are that way is extremely important. So looking at it before COVID and after
COVID.

[01:30:30–01:31:00]
you know the story. The numbers are still valid. Yeah, I just wanted to point that out that I mean I
think it's fair for anyone to want to look at information, but like you said, we just have to be
realistic about why numbers were the way they were and why they are the you know, I I think COVID
was a terrible thing, and I think we're just now I I don't know how it is, but I I think we're just
now getting to that, you know, back to that where we were so like gravy, you know, back in 2018-2019
school year. And I think that's it. So I appreciate your presentation.

[01:31:00–01:31:30]
and I agree with uh Mrs. Fox that it's fun to see the kids and teachers working together and doing
great things out in our district. Mr. President, I do have one question for Dr. Montinez. Ms. Fox.
Do you have the support you need from the board to reach all of the students with the approach that
you have outlined here? And if you don't, you would come and ask us for it. Yes, ma'am. Okay, thank
you. Any other questions, comments, board?

[01:31:30–01:32:00]
Thank you very much. We'll now move on. We'll now move on to item 7.2, tax increment reinvestment
zone report, presented with Chris Smith, our Chief Financial Officer, and Nathan Fuchs, our senior
executive director of operations. Well, good evening, President Redman, Superintendent Dr. Gorsky,
and trustees. Uh tonight we are going to do a I I would call it call it a wrap up, if you will, of
the tax increment reinvestment.",,,,,,0,4
46,1:32:00,1:34:00,"[01:32:00–01:32:30]
zone or the TERS. This can also be called in some communities a tax increment financing or a TIFF.
We call it a TERS, a tax increment reinvestment zone in Katy. Of course, uh this all started in
1999, prior to me coming to Cady and probably prior to Nathan graduating junior high. But uh we're
we're here to kind of bring it home to with a summary of of of of of what the TERS is. And the uh
the TERS again was established, I sorry, in nineteen ninety.

[01:32:30–01:33:00]
Sorry, in 1998, um as a triparty agreement between the K City of Katie, KDISD, and the KD
Development Authority. Uh and basically what it did is it provided an a mechanism to sell tax exempt
bonds through the KD Development Authority of $25.6 million that built our next door neighbor here,
the Leonard Merrill Center. Okay, so that built and established it with those bond proceeds. Uh and
again, those were issued back in two thousand two. Um the construction of the multi purpose center
uh was done with that and uh

[01:33:00–01:33:30]
It was it was used um and those excuse me, I'm I'm tongue tied, I'm getting ahead of myself. I
apologize. Um this is the TURS, the tack, the zone. That's about 430 acres uh there. Uh you may
recognize that that kidney shaped or that bean shaped uh deal in the middle, that's Katie Mills
Mall. Uh Fort Bend County would be that line you see on the right. Uh that's the division of Harris
County. So anything to the mall side of it is Fort Bend County, it's Harris County to the other side
of it. Uh",,,,,,0,5
