chunk_id,window_start,window_end,text,0ld_binary_hit,confidence,binary_hit
22,0:44:00,0:46:00,"[44:00–44:30]
With district scope and sequence. Supportive systems. Teachers benefit when the R load is shared.
For example, both switch teachers not required to attend, speech only kids being placed in non in
class support classrooms. Many principals have found creative ways to streamline communications to
avoid additional required meetings before, during, and after school. This reminder from our March
presentation when teachers collaborate in planning and preparation, students are the true
benefactor. Regardless of which homeroom students are placed in, children in a grade level.

[44:30–45:00]
receive consistent curriculum and grading. Instructional quality is improved when novice teachers
plan with and learn from the experts. When teachers share ideas and their thinking as they create
plans, we see higher student engagement and motivation to learn. Additionally, diverse learning
needs can better be met when tapping into the vast experience a team of teachers brings to the
table. On the job, professional growth is a result of highly collaborative teaching teams. And as
you saw from the comment shared earlier, teachers report higher levels of job satisfaction when not
working in silos.

[45:00–45:30]
Silos, isolated from colleagues. What are our plans for the current school year? We will continue
quarterly reviews with our principals. Last year, at your request, we met regularly with our leaders
to discuss two important topics campus culture and climate and student discipline. This year we plan
to continue that process, adding to our list of topics teacher planning and preparation. Through
these quarterly visits and discussions, we will review each campus's implementation of best
practices and gather input as to specific campus concerns related to planning. We will continue

[45:30–46:00]
campus walkthroughs and principal check-ins. We are regularly on our campuses, joining principals in
both classroom visits and teacher planning sessions, as well as school improvement discussions,
professional development opportunities, and special activities for students. Many of our campuses
have moved from a 45-minute specials period to a 50-minute period. This move alone helps ensure that
teachers receive their 450 minutes of planning every two weeks, as 500 minutes over 10 days clearly
exceeds the state requirement. Increasingly, our principals find creative ways to provide teachers.",0,5,1
23,0:46:00,0:48:00,"[46:00–46:30]
with extra planning opportunities, and all are committed to using at least parts of the PD days
added this year at the end of each grading period for teachers' long-range planning. We will
continue to monitor the impact of best practice implementation via teacher feedback. We will ensure
that principals have communicated with staff that ARDs can take place before or after school so as
not to conflict with teacher planning times. By law, ARDs are to occur at mutually agreeable times
for parents and school staff. Principals will also acknowledge that teachers can elect.

[47:00–47:30]
not to attend team planning. However, these teachers may be required to collaborate with the
principal or his or her designee before or after school in order to ensure alignment with
colleagues' instructional plans. Finally, we experienced great success this summer with principal
share sessions. Totally voluntarily, principals gathered to learn from their peers about topics such
as master scheduling, professional development approaches, research based instructional strategies,
behavior management, and student leadership opportunities. During this school year, we will continue
principal.

[47:30–48:00]
share sessions and will include promotion of best practices related to teacher planning and
preparation. The intent of our campus leadership is never to infringe upon protected planning time
or overstep professional boundaries, but rather to uphold the instructional integrity that every
student deserves. Collaboration, consistency, and accountability are foundational to a high-
performing school culture. While every teacher retains autonomy in how they use their planning time,
that autonomy comes with the responsibility to remember.",0,5,0
24,0:48:00,0:50:00,"[48:00–48:30]
responsibility to remain aligned with campus expectations and district standards. Our shared goal
remains unwavering to provide all students with equitable, high quality instruction delivered by
professionals committed to excellence and continued growth. Thank you for your attention and
interest. My colleagues and I are happy to address any questions you may have. Thank you, Ms.
Hubble. You're welcome. Mr President, um just thank you very much um for the presentation, for um
answering

[48:30–49:00]
answering um or responding to the recommendations that were given in April because we we never heard
um what might have gone on with that. So it's really great to know what happened over the summer. We
had no idea. And I appreciate this being put on the agenda. I did request together with a couple of
other trustees for this to be put on the agenda to hear what you did and what happened. And it's
great because I see almost all of the eight um I have it here what I read in April. I think yeah it
was eight items

[49:00–49:30]
that the board had, or excuse me, not the board, the uh committee, um, through listening to a lot of
teachers, um, and a lot of that was reflected in this presentation. Um, and that's fabulous. So I
appreciate it, and I look forward to more great work in this in this um topic. It's important. I'm
glad you're gonna continue meeting quarterly and as a concerted focused effort. Thank you. Thank
you, Mr. President. I want to thank you guys as well, and thank you the all for all the work over
the summer. I do appreciate it.

[49:30–50:00]
Summer. I do appreciate that. I think our teachers and our kiddos are going to see the benefits of
that this year. I just wanted to bring to your attention that there are multiple teachers that are
elementary that are friends of mine, they're very successful in the classroom, and they spent over
40 hours in ORDS last year. That's more than a work week. So that's that's discouraged. They're very
discouraged. And this is unfortunate because it's some of our best teachers that are really
successful in the classroom, and that hurts our kiddos. And so I know y'all are aware.",0,5,0
25,0:50:00,0:52:00,"[50:00–50:30]
of that, but I just wanna have to just sh give a shout out to them and say I'm still worried about
them and and the amount um that these teachers that's not including the time they take to prepare
for the ards, right? It's just the time in the art. So um I know that some of that is out of your
control, but I just still have to say um my heart hurts for them, for those teachers that are just
have a lot on their plate and um just makes me sad. Mr. President, I would love to say first of all

[51:00–51:30]
thank you for the presentation. I know that y'all are so hardworking and so are the teachers. And I
wanted to give a shout out to all all the teachers of our district and not just of our district but
of the state of Texas and really across the country, not even just in public school. Teachers are so
important, and whatever we can do to help them, I think, is is very valuable. I also wanted to um
give a shout out to that we we've hired eighty teachers who graduated from the district alternative
um

[51:30–52:00]
certification program. Yes. And so I teach Sunday school with one of those teachers, one of those
people, and she was telling me that it was a very rigorous thing, and this does have a this will tie
back. But she she understands all the the um challenges that are to come. You know she's she's been
in the district doing other things. And I think it's really remarkable that a lot of people enter
education knowing that there's these challenges, especially people who have worked in",0,5,0
26,0:52:00,0:54:00,"[52:00–52:30]
KDISD and kind of know what our population is and all that. I'm not trying to take away from you
know the difficulty of that, but they kind of they're not just walking into it blindly, I don't
think. And then I just saw that seven of our ten high schools have just placed in top one hundred
Houston area. And we have to truly applaud the teachers and and admin too at those high schools. And
although I know that this is an important problem, I also know that it's been a problem forever.

[52:30–53:00]
Forever. And I said this last year, and I'm just gonna say it again. My my grandmother started
teaching in 1932 and through the 70s when I was a little tiny girl, I heard her complaining. They
didn't even have ARDs and all the things, but she was always complaining that she she taught second
grade, that she's still having to grade papers at night, and this is silly. And parents they didn't
have emails, so parents would actually call her at at the house and complain about things and each
of those phone calls was at least a 30 minute thing. So I'm not trying to take away from the issue
that I know it is, but it's it's been an issue and

[53:00–53:30]
anything we can do to help, I'm not trying to say that we should just all accept it, but anything we
can do to help, but it has been a perpetual issue across time and across states of everywhere. But I
appreciate anything that we can do to help the teachers remedy some of those issues. Thank you very
much. I've got um a thought towards it. Thank you so much for what you're doing. We appreciate it.
Uh one of the reasons I brought this up was um because when we went to the

[53:30–54:00]
state of schools, we were watching all of our school districts, our local school districts, come
around and talk about all of the amazing things that we're doing. And I was inspired by Lamar uh
LCISD with their four day week that they have. It's an innovative school day plan that they I I'm
imagining that they're rolling out this year. They had trialed it last year, was my understanding,
if I understood that correctly. Um were you guys there at the state of schools for that? I feel like
one of you were, maybe I was mistaken.",0,5,0
27,0:54:00,0:56:00,"[54:00–54:30]
Mistaken. So Roosevelt Nivens, the superintendent there, had talked at length about this during that
presentation, and it seemed to be now, you know, what people present in front of you know multiple
school districts, they can always make it seem a little bit nicer than what it is. Sometimes
obviously not our superintendent would never do that. But I'm saying when we're looking at that, is
there anything that we can draw from that to maybe replicate something that looks like that, or is
that just too many, is that too much to juggle to where we look at that?

[54:30–55:00]
is more of a question for Dr. Gorgorsky, I think, than than you guys are. Yeah. So when we're
looking at potentially taking from the good things that LCISD is doing in terms of alleviating that
pressure on teachers for their planning days, for their planning times, is that something that we
can take and replicate, or is that just too much because we're so much bigger? What does that look
like? Yeah, I I couldn't tell you how the program works. Uh the day I heard it was the same day you
guys heard it, of what it does. So I don't know it intimately enough. But what I did take away from
the presentation was a very important thing.

[55:30–56:00]
from the presentation was they do um you know I mean anything can be given you know I mean there's
there's but there is a finite amount of time in one day. So what it appeared to be is what they were
sacrificing was um teacher time, instructional time to do more planning versus uh time away with
your with your teacher or with the subject. I don't know if that's best for our community or best
for our schools or not. I've never examined it to that extent so I couldn't answer that one. But
like I said anything could be examined and done if we want to take time",0,5,0
28,0:56:00,0:58:00,"[56:00–56:30]
away, you know what I mean? But then the question becomes what do we take time away from during that
week? So to make that time work, what do we do? Do I shorten specials? Do I get rid of some
specials? Do we only have some types of specials, but not all specials? Do I extend the school day?
Nobody wants that, so I'm not even going to bring that up. But uh to make that time. Do I take time
out of our reading initiative, which is our HMH plan, which has very prescribed amounts of time we
should be doing reading? Do we take that away? Do we take away math? Do we take away science? Like
what do we give? And that's the trade off they made. They took time out of the instruction.

[56:30–57:00]
out of the instructional day or the instructional week, however that works for them. I couldn't
speak to how it works, but they actually but the it was clear they took time away from instruction
to make that happen. I don't know if that's right for us. I don't know if that's the best plan. I
would just maybe think that we could keep an eye on what they're doing and how that's working,
obviously what their teacher retention looks like, what their numbers look like, because if they do
it and it doesn't work and their teachers leave at the same rate, then obviously that's not
necessarily working. But if they're retaining a larger percentage of teachers while putting in this

[57:00–57:30]
innovative plan that they're calling it, and they're saying that the extra time for teachers is
built into the school week with staff getting either a full or a half day once a week or every other
week. If that works to implement better instruction time when they are in the classroom during those
four days, and we're seeing that result come to pass over the next year while they implement this
district wide, I would just think that from an administrative standpoint that we would take notice
and not we don't necessarily have to replicate it verbatim, but take some good things and

[57:30–58:00]
not have to have the pitfalls that maybe they went through to get there to get to the good. That
would just be my thought towards it. We could certainly take a look at it and see how it works for
them and to have dialogue with them if it's working. The one thing that was interesting that you had
mentioned, and I wouldn't pin this on Lamar, is kind of the you're talking about a four day school
week type of instructional model. That is one thing I can speak to with the research, and that has
not been um for getting there. But uh it just distracted me. I didn't know what that was there.
Okay. Um I thought maybe my time was up.",0,5,0
29,0:58:00,1:00:00,"[58:00–58:30]
I wasn't sure if that was my cue. I had never gotten one before. But uh going back to that four-day
school week, TEA put out some research a little while ago about the school districts that went to a
four-day week and they trimmed off instructional time out of the classroom, and it wasn't a positive
result for student learning. There have been other r studies that have replicated that as well, and
there's been a few school districts in Texas that went to the four-day week and now they've since
transitioned back because the amount of learning time they found out wasn't worth the sacrifice. You
mean you've got to weigh everything. I mean there's pro over here and then there's con.

[58:30–59:00]
and which one do we do? But uh if if the board ever came and asked me if I'd recommend a model of a
four-day school week, I would not recommend that model because the research says it's not effective
for student learning. But could there be something in this model that we all heard uh that day?
Possibly. Because they're still going to school five days a week. So it's not hear me. That's not
what I'm saying. They're still coming to school five days a week. It's just it's a little bit
different in their four day model versus the full five day model.

[59:30–01:00:00]
The full five-day model. That that was just my thought. I know that you guys have worked really hard
over the summer and taken a lot of the suggestions and everything that we talked about in the
spring. And I appreciate that. I appreciate what you did. So thank you very much. And I can't wait
to see how this flushes out over this next school year, and we can keep our eye out for any new
innovation to help to support if we can. So thank you. Mr. President. Ms. Fox.",1,5,1
30,1:00:00,1:02:00,"[01:00:00–01:00:30]
So two parts to this. First is well done. Appreciate very much the thought and effort that went into
your presentation. I understand from sitting here a long time that each one of those bullets has a a
list of things that you're working on within each one. I also know that it's a work in progress and
that it will develop as you see what what works, what's better, what's not, and so as our teachers
come together and give input and this still isn't working, or this is working well, more of this,
please, and and those other.

[01:00:30–01:01:00]
and those I trust that it will get improved over the year and I look forward to the next update. I
attended the part two, I attended a session at TASB this summer presented by Dr. Nivens from Lamar
Consolidated about his pilot program for the four-day work week, four-day instruction, and one day
full teacher planning for them to do everything they need to do in one day. And you know it it was
elementary only.

[01:01:00–01:01:30]
Only as they tested it, and now they're rolling it to the entire district to see how that works. And
during that one day, Dr. Grigorsky is correct, there is no instruction in their in their subject
areas. It's a time where children learn something they wouldn't learn in curriculum. Whatever that
looks like, it's I don't know, animals or music, or you know, he um I think I've even heard him
discuss things like if high school kids could learn something that would actually be beneficial.

[01:01:30–01:02:00]
instead of uh you know calculus they could learn how to balance their bank account or what a credit
score it is right like real world very of course I I love that kind of thing but we will be held
accountable for their curricular success and so what does that look like? I don't think they've had
enough time to have testing to see how that works and so watching it for another year I think would
be wise for us but if it works it sounds fantastic like you said. It sounds really good and",0,5,0
31,1:02:00,1:04:00,"[01:02:00–01:02:30]
And I know that their teachers were very happy with it. Let's see if the student success holds
there. So I to, you know, I I don't I don't have to tell y'all how much I love teachers and how much
I appreciate the sacrifice and the impact they make that cannot be measured in hours, money, time,
or appreciation. Thank you all for the presentation. And the um I think we were last updated in June
and uh seeing it presented at just pictures and your voice.

[01:02:30–01:03:00]
uh do better than just reading it on a sheet of paper. So uh appreciate it. Gave much almost
everything was written in here when we got it in June, but uh helped me understand a lot better
today. Thank you. Board, any more questions? Thank you. Thank you. All right, we will now move on to
discussion uh eight point one. Discuss and consider board approval of nominating candidates to fill
an unexpected vacancy on the board of directors for the Harris Central Appraisal District. Mr.
President.

[01:03:00–01:03:30]
Ms. Fox. I move that the Board of Trustees approves of nominating Jonathan Cowan to fill an
unexpected vacancy on the Board of Directors for the Harris Central Appraisal District. Second. All
right. We it is moved and seconded that a board of trustees approves of nominating Jonathan Cowan to
fill unexpected vacancy on the board of directors for the central Harris Central Appraisal District.
Any discussion? Mr. President, um Ms. Gazella. I I would just like to provide my perspective and
kind.

[01:03:30–01:04:00]
of how I read their uh biographies. We were given a biography of for each gentleman and their
professional background. Um and Mr. Cohen looks certainly vested and um wonderful man. But he is a
in technical sales um engineering technical sales though. Sounds like a I understand he's more of an
IT guy. I'm just really interested in getting Mr. Bill Frazier on the HCAD board to work for
taxpayers. Uh he spoke tonight uh he's a CFO",0,5,0
32,1:04:00,1:06:00,"[01:04:30–01:05:00]
CPA, he's an accountant, numbers guy for f over 50 years. I just uh would l highly recommend the
board consider um Mr. Frazier instead. Um we need someone who can who's analytical. I mean it I
think his resume speaks for itself. I mean HCAD board is is churning numbers on uh appraisals um for
taxpayers' homes. It's a very important job, and someone who can tolerate that for a good a good
while is uh is a skill. So um I'll stop there. Mr. President.

[01:05:00–01:05:30]
Ms. Seaman? Um I don't know Mr. Cowan or Mr. Frazier, so since he was here tonight, I did go and
speak with him before closed session, and he brought some things important to my attention. He said
that um ninety-eight percent of the apartments within our school district protest their value and
they win. So that means that he said substantially decreases our uh revenue. And he has a plan to
stop that and to um to rectify that, which is in cage.

[01:05:30–01:06:00]
Which is in KDISD's best interest. He also told me that, and I've seen it on our um on our financial
um reports that uh we pay our appraisal districts a pretty hefty fee to collect the taxes for us,
and he has um an idea to streamline that appraisal process, which would in turn save KDISD
substantial funds in that we pay out to our appraisal districts for Waller, Fort Bend, and um Harris
County. So uh",0,5,0
33,1:06:00,1:08:00,"[01:06:00–01:06:30]
So um I feel much more comfortable supporting Mr. Frazier. I feel like that's really hefty heftily
in um making those two adjustments would benefit us greatly. And um I think at this point in time we
could use every dollar that we can get. So I would respectfully like to um request that we vote um
for Mr. Bill Frazier. Mr President, I would like to just say that I I'm sure

[01:06:30–01:07:00]
you know I really admire that Mr. Frazier um came and spoke to us and I don't know where he lives
but he you know made the trip out to Katie and I appreciate that and him taking the time to talk to
you or whoever else he also talked to. But having said that I don't know them either but I would
really value the recommendation of the H of HCAD who recommends um Mr. Cowan. So that's why I would
feel good about him is because that's who they would like to have. Mr President I'd like to ask Mr

[01:07:00–01:07:30]
Like to ask Ms. Champagne, um how do you know the age when you say that, what are you talking about?
Um who they didn't formally endorse Mr. Cohen? Am I the incomplete? They didn't formally endorse Mr.
Cohen, but I have heard from um somebody on HCAD that that said that. Okay, well um I also have
heard from someone who who's an elected HCAD board member who would highly recommend Mr. Frazier. So
if you're gonna put that out there, I I need to put that out there as well.

[01:07:30–01:08:00]
Any other comments? We have a uh motion. It was moved and seconded that the board of trustees
approves of nominating Jonathan Cohen to fill an unexpected vacancy on the board of directors for
the Harris Central Appraisal District. We'll now proceed to vote. Board members please record your
vote on the screen pad. And the motion passes four to three. All right, a consent agenda shall
include items. We'll now move on to the consent agenda. Consent agenda shall include items that were
discussed and consent.",0,5,0
34,1:08:00,1:10:00,"[01:08:30–01:09:00]
That were discussed and considered at the previous work study meeting, as well as items of a
reoccurring nature. The board shall be furnished with background material for each item. Consent
agenda items shall be grouped together under one action item. All items shall be acted upon by one
vote without separate discussion unless the board member requests that an item be withdrawn for
individual consideration from BE legal and BE local. I'm going to go ahead and pull item nine point
one for discussion. Are there any other items uh the board would like to pull from discussion from
tonight's agenda? Mr. President, I'd like to

[01:09:00–01:09:30]
remove for discussion 9.6 and 9.9, please. So that's the uh budget and tax rate for 9.6 and uh the
OAC facility discussion 9.9. All right. We'll go ahead and take a vote on our uh consent agenda and
then we'll go back and discuss 9.1. Mr. President, I move that the Board of Trustees approves a
consent agenda for items nine point two through nine point one five except for

[01:09:30–01:10:00]
items 9.6 and 9.9, which have been removed from the consent agenda. Any second? Second. Alright, it
is moved and seconded that the Board of Trustees approves the consent agenda for items 9.2 through
9.15, except for items 9.6 and 9.9, which has been removed from the consent agenda. We'll now
proceed to vote. Board members, please record your vote on the screen via your keypad. And the
motion passes seven to zero.",0,5,0
35,1:10:00,1:12:00,"[01:10:00–01:10:30]
All right. Well we'll first go with 9.1, consider uh SB 12 resolution. And uh since I presented last
week, what I wanted to share is um I absolutely hear um what everybody who spoke today shared with
us. Um I also know we're putting our staff in a situation on September 1st, absent a legal policy
where their livelihood um their ability to continue to be teachers is also at stake. Uh one of the

[01:10:30–01:11:00]
repercussions of Senate Bill 12, in violation of that, is the ability to have your certificate. Mr.
Graham, correct me if I'm wrong, FOID. And so I know if tonight, if we did have a legal policy, we
would be voting on it. So there's no political desire to make a statement or anything of that
nature. We do know that we need to make sure that is clear to our employees.

[01:11:00–01:11:30]
uh to our employees, to our vendors, that this is what come Monday uh the state law is. And so uh
don't want to to parade it or wave it around but to be able to say this is what's expected. And um
the the law is very clear what the repercussions of that and believe that our our staff needs to
know that. Um our vet I mean we we've got to know our vendors, every everybody has to know that, but
but I'm motivated by letting our staff know that so that they're able to to comply with the law, um
to not put themselves in a situation

[01:11:30–01:12:00]
where they they don't have the ability to teach, uh the ability to provide for their families. And
so um that being said, that's that's why we we brought the law. Uh that was the motivation behind
it. Um and so if there's any other that's why I wanted to pull and share, uh, board, any other
discussion? Thank you, Mr. President. Mr. Kross. Um yeah, I mean it's that's so I just would like to
take a moment and kind of reiterate what you said, like the thought processes last week and and",0,5,0
36,1:12:00,1:14:00,"[01:12:00–01:12:30]
And um in thinking about this, when um you know, we first hear this, and Dr. Grigorski says, you
know, we'll have this resolution, and I never got the feeling either that this was about making some
kind of political proclamation. It was just a a protective thing. The law is coming, and you know,
we want to make sure that that people are aware. Um I'm gonna give just a minute or two of
commentary just because the the Senate Bill 12 itself.

[01:13:00–01:13:30]
what I as a career educator, um, I don't like the adversarial language because a couple things.
Number one, parents have had rights for years. I mean, as they should, right? It's your child. Um,
but we've kind of turned this into, you know, parents' rights, parents' rights. Um, and then what
happens is, in my opinion, it it pits us against one another. It pits the school people all the way
to this people on this dais against you know its own community. Um

[01:13:30–01:14:00]
kids and teachers parents and teachers and and so I hate that you know we're we're in this spot um
and that you know there's this uh kind of legal doctrine it's called inloco parentis and I know Dr.
Grigorsky and Mr. Graham you you very familiar with those things and and if you you may already know
what that is if you don't it's a Latin phrase meaning in the place of the parent and what that does
is it it allows school districts",0,5,0
37,1:14:00,1:16:00,"[01:14:00–01:14:30]
to operate in that venue in that way, not replacing the parent. You're never gonna replace the
parent, but but whether it's uh discipline, safety, health, and well-being, we are entrusted to do
that. And so I'm defensive of the folks that I've worked with for 30 years who I've watched do this.
And and are there there bad players in education? Unfortunately there are. Are there bad players in
every other arena of life? There are.

[01:14:30–01:15:00]
But you know, the the institution itself, I value, I admire, I worked hard to do everything I could
to help kids, all kids. And so that's what I hate about all this, that we're sitting here and we're
having to, you know, have this situation to where we have kids and parents who don't feel supported
or or do feel like they're in an adversarial role.

[01:15:00–01:15:30]
with us right up here. I mean, we we heard this the speeches, and I I hate that we we are in that
position. Um I miss local control, if I'm gonna be honest. You know, I mean there's never been a
truly 100% local control by a school district, but it certainly is headed the other direction um to
where things are more and more dictated. And people, you know, I'm I am not looking to argue uh on
the merits of all that and why that would be, um, because I know everybody has their thoughts.

[01:15:30–01:16:00]
and I'm certainly not trying to change anybody's mind. My my comments tonight are just to say that,
you know, at the end of the day, we serve 97 plus thousand kids, and you know, I I don't know, 20
years in Katy and the thousands of kids I had the blessing of serving, and and uh the adults that I
worked with to serve those kids, all those kids, and and I hate that we have families in this
district that feel that that's not happening and that they feel like they're changing.",0,5,0
38,1:16:00,1:18:00,"[01:16:00–01:16:30]
Like their children, you know, are either not fully cared for, they feel marginalized, and it just
it hurts my heart that we're in that position. And so I would be um I don't disagree with the
resolution because I think and and you can all correct me if I'm wrong, um I think the idea is that
like a what, a twenty-seven-page bill. And I think if we just throw that out there and we say, here,
read the bill, and and some of you will. I mean you've read it, you know it better than I do.

[01:17:00–01:17:30]
But the average person probably doesn't. And maybe, as you were saying, Mr. Redmond, that that
teachers may not or understand all of it. And I certainly there's nuanced language in there that I
don't pretend to know the answer to as well. And I'm hoping, my hope and prayer is that we we end up
getting some of that language so that we when directions come and executive, you know, that
executive side of it comes around, that we really have.

[01:17:30–01:18:00]
a better idea of what folks can and can't do. Because we don't want to put our teachers in a bad
spot, any of our educators, but yet at the same time, we don't want to have an entire group of
families in this district that feel pushed aside. So I I say that to say that, you know, I know
people earlier tonight were like a vote yes is a vote, you know, and and I struggle with that, I'll
be honest, um, because I look at it as I I can understand.",0,5,0
39,1:18:00,1:20:00,"[01:18:00–01:18:30]
that argument, right? I can appreciate it. And then at the same time I also understand we're trying
to just give some initial guidance before we have all the details sorted out from the state. And
we're at the end of the day we're trying to protect folks. Um and I don't think that's a bad thing.
Um I hate that we have to do that, but that's that's where we are. And so I just um you know, if I
don't I don't know, I'm I'm kinda new to this world, so I don't know if I'm supposed to say this. I
don't

[01:18:30–01:19:00]
know my vote. You know, I don't know what that looks like. If I if I voted for it, I would just want
to publicly say it's it's for those reasons specifically. Um and if I didn't, it's not that I want
to I want to break the law. I have no intention of this board or our our district uh breaking state
law. Um it would just be more of a you know I I appreciated what everybody talked about tonight and
and as a as a career educator it just really it's hard for me to to feel like I'm

[01:19:00–01:19:30]
I have to look people in the eye and go, you know, hey, um sorry, you know, it stinks to be you kind
of thing. So I I just say that I felt like, you know, um it's a tough spot to be in for everybody.
And uh and I just felt like, you know, I didn't say anything last week and and I do regret that in
the sense of because I didn't know I didn't know that it was going to be interpreted this way if I'm
going to be honest. I guess I'm a little naive to that. I thought it was going to be like

[01:19:30–01:20:00]
thought it was gonna be like a well it's the law, this is what it has to be, so they're giving us a
heads up. That's really the way I interpret it. And to see that it has certainly caused, you know, a
lot of distress for a lot of folks and a lot of our kiddos and that obviously that's why we're here.
And so certainly made me made me rethink and made me, you know, feel like I don't want to let this
moment pass and and not say anything. Uh especially said you spend your lifetime trying to help kids
and make all those kids feel valued and important and I",0,5,0
40,1:20:00,1:22:00,"[01:20:00–01:20:30]
I don't want to sit up here on this dice and all of a sudden do the opposite of that. So I've talked
long enough and I'll I'll be quiet. Mr. President. So I I really appreciate your input, Mr. Cross,
because you know you have been an educator for 30 years and you've dealt with a lot of kids in high
school, secondary level, and this is probably more of that level of kids' um issues. I really care
about all of the

[01:20:30–01:21:00]
children of the district and I don't want my vote to to seem like I I don't. And I I'm like uh Mr.
Cross in that list last week when we saw this I I also thought of oh this is just something to put
out there to stress the imp like to consolidate the 27 pages into the one page and I reviewed it and
I said there's only about three things on there that are are new to something that we don't do
already and two of them have to have to do with the um clubs and then one of them is

[01:21:30–01:22:00]
is um about our board meetings. But number five, I wanted to read number five of it, if I may. It it
says employees of the district are prohibited from assisting a student enrolled in the district with
social transitioning, including providing any information about social transitioning or providing
guidelines intended to assist a person with social transitioning. So when I first read that I
thought, well, you know, we already have a policy like that, so it's not something new. But then
when I read in the law",0,5,0
41,1:22:00,1:24:00,"[01:22:00–01:22:30]
Or the or the Senate bill in Section 11.401, it says that social transitioning means a person's
transition from the person's biological sex at birth to the opposite biological sex through the
adoption or a different uh name, different pronouns or other expressions of gender that deny or
encourage a denial of the person's biosex at birth. So when when I read that, it that that number
five doesn't go on to explain all of that. But if you read in the law,

[01:22:30–01:23:00]
It it does say that using a different name, this is not my opinion, by the way, this is what was
written in SB 12. That letting a child go by a different name is in their mind a form of social
transitioning. And if that happened, if a teacher did that or allowed that, then the teacher could
be fired or in some way disciplined or lose their contract. So that really does scare me, not only
for the children, but for the teachers.

[01:23:00–01:23:30]
that until a couple years ago were allowed to you know you know didn't have those restrictions on
them and now they have those restrictions and they're even stronger because before it was just a a
policy but now this is a law that's going to be effective September 1st. So if if I vote yes for
this is not trying to say I don't care about all children. It's to say I don't I'm trying to protect

[01:23:30–01:24:00]
The teachers and the staff because this is this is the law and there's nothing really that we can do
about it other than we need to go and speak to our state legislators. And that's you know something
that we all should should do from time to time. That's all I have to say. Thank you, Ms. Champaign.
Any other comments? Mr. President. Ms. Fox. So I look at this resolution as um as a communication
tool.",0,5,0
42,1:24:00,1:26:00,"[01:24:00–01:24:30]
For the same reason that's already been discussed last week when I looked at it, I was like, why do
we need a resolution? There isn't time yet to get the policy, the legal policy put into place, but
the law starts. So this tool takes the 27 pages and breaks it down into 25 bytes of at what is
expected of our employees, all of our staff.

[01:24:30–01:25:00]
our parents, our students, everyone who has to deal with education. And it's to protect this helps
people understand what some of the significant consequences that could happen if they make a
mistake, but they didn't know that it goes into law. They didn't read the 27 pages. This will be
sent is my understanding, Dr. Ragorsky, after after the vote, this will be sent to all of our
employees, all of the

[01:25:30–01:26:00]
vendors, and be published on our website for parents and everyone to see. So the protection that
could happen for our unknowing, unintending, incredible staff who are loving our children every day
and wanting what's best for them and making them smarter and better prepared for the world, I I feel
a need to protect as well. The 26 years I have lived in Katy and been a volunteer from a mom to 20
years at this seat.",0,5,0
43,1:26:00,1:28:00,"[01:26:00–01:26:30]
Seat as a trustee. I hope is evidence enough of how much I love your children, of how much I love
our teachers, and respect the impact and the significance that they play. And that a vote on a
resolution isn't going to change any of that. Whether I vote yes or no in this resolution is not
going to change the fact that the law goes into effect and that everyone has to abide by it. So to
offer a way to communicate.

[01:26:30–01:27:00]
and have everyone understand what the legislature's choices were and how they will impact our us as
educators and and uh in education is is the decision I'll be making tonight. Um we talk a lot about
parental rights, but every time we talk about parental rights, every time there's a law or a
resolution or a policy.

[01:27:00–01:27:30]
I've never seen it apply to all parents. Because you can't make a parental rights that leans one way
and excludes other parents and really call it parental rights. I agree with Mr. Cross. We have
rights. They're our children, where we place them, where they get educated, where we take them to
the doctor, if we take them to the doctor. What we do with our children are our rights. And so for
those of you who trust your children to KDI SD, thank you for believing in us and how much we want
your children to be.

[01:27:30–01:28:00]
so successful and loved and protected and cared for and valued. I love that Katie Assy is still
focused on those things and more discussion? I have a question. Um in the law, it does require us to
have policy already there in our district, correct? Yes? To already have policy? Yeah, to or to
create policy.",0,5,0
44,1:28:00,1:30:00,"[01:28:00–01:28:30]
to create policy that complies with SB twelve. Am I correct? Yes. So that's what I believe I read is
that it does require school districts to also create policy, not just a resolution, like the
resolution obviously isn't in there, but it does require us to create policy, which we have already
done. Are we we did that last year we created policy um prior to this becoming law that we all voted
on, well, except for Mr. Cross. Um so I was curious, are we

[01:28:30–01:29:00]
having to update that policy at all pursuant to the new law? Are we doing any updates to that? Or
are we going to be required to? Yes, so if you'll look at some specific sections that are uh in
Senate Bill 12, uh specifically the addition of 11.401 of the Texas Education Code, also uh Chapter
28.0043, specifically talking about the prohibition against social transitioning and gender
identity. Um, those are things that are going to be in

[01:29:00–01:29:30]
conflict with our current FA policy. Again, we don't anticipate having a draft from TASB, our policy
consultant, probably until October, maybe sometime in October, which we'll bring forward, which is
why we felt it important to bring this resolution forward so that everybody would understand what
foot we're playing on now until we have a formal written policy in place. But again, a lot of the
things in our FA policy that this board adopted last year or 18 months ago, I'm not sure when it
was, um",0,5,0
