chunk_id,window_start,window_end,text,,,,,,binary_hit
23,0:46:00,0:48:00,"[46:00–46:30]
I'm not faster and it's it's it's hard to do that. Yeah, and I I'm not one of these people that uh
avoids change. I actually like it. I get you know I get bored pretty easily. So I'm I'm more than
willing to look at stuff like that. I just can't figure out how we how can we make that happen. So
what we would have to probably do is extend the school day. Well, nobody wants that either because
their kids are all doing things after school or they don't want to extend the school days. But this
particular school, and probably others, this is the one I hear about, is getting this done in a six
hour day. This is what they're doing. And then they're going home on time and they're playing.

[47:00–47:30]
I know how they're doing it. Because the school that you're talking about, I've spoken with those
parents too because I've been so intrigued by it. Very interesting. And one of their main things is
discipline, which is what we talked about last year. And we're going to talk about it again today.
They have a serious discipline. They hold these kids accountable. Yeah. And they actually um you
would think, just by the way people interact with us as trustees, that parents don't want
discipline.

[47:30–48:00]
they don't, they want their kid to do what they want to do and whatnot, but they these kids crave
the discipline. They crave the boundaries and they do so well with them. And we see that in public
education too. But when again, this is another one of those tie our hands behind our backs, when you
don't let us discipline or set boundaries, which in turn sets expectations high, you know, that's
another thing we're we're contending with in public education. And that school also is very
competitive, and you are learning to win and lose.",,,,,,0
24,0:48:00,0:50:00,"[48:00–48:30]
all the time and fail and try again. And you're allowed to fail. Yes. You know, versus a lot of
things that don't set us up for failure. Another thing to your point, Jennifer, is things we see in
Pub Ed is, you know, talking with college age students, I was able to go to the um education
building and just they asked me to come and speak and talk to kids, talk to people who are gonna be
our teachers, our future. And something that the biggest void I know

[48:30–49:00]
I noticed, and I it took me a couple days, but all these kids talked about themselves. And I, me,
this, you know, and I had to stop them. And I would say, Hey, well, how do people around you feel?
When you say this or do this, how do people around you feel? And one of the education teachers spoke
to me and she said, Well, the phones that the teachers are competing with the phones, they're
competing with social media, they're competing with with Twitter, and everybody, it's always your
opinion, my opinion, this, this, this, and they do it all.

[49:00–49:30]
day long, and the kids are doing it. So they're trying to navigate that when it's really a huge
societal problem of what we've raised these people to just worry about themselves instead of
worrying about the greater good, worrying about people around them. And so that's another thing I
struggle with is how do we how do we teach that and how do we not lose that while we're teaching?
Well, I think I think we're paying the consequences now. Um, and I and I put this actually squarely
on the back.

[49:30–50:00]
of education, American education, whether it be our Department of Education and on down. But we're
now paying the consequences for not allowing differences of opinion, of cancel culture, of not not
learning how to agree, to disagree, demonizing your opponent, all of those things, and I think
education has been one of the biggest culprits, especially.",,,,,,0
25,0:50:00,0:52:00,"[50:00–50:30]
Especially at at the university level, that you know, we're now we're I think we're gonna see maybe
the different spectrum, I'm hoping. I think the pendulum might be swinging back. But you know, one
of the first things that we did as a board when I got elected is we started enforcing our neutrality
policy in the classroom. So, you know, we basically said, look, we're not this isn't a a pulpit for
your your opinion, your ideology, whatever side.

[51:00–51:30]
you're on. We're here to teach. And um so I I I do think it's helped tremendously, but you know,
many ISDs, and I think I think we do a good job in Spring Branch of that, of, of the neutrality of
teaching the right things. But there are many ISDs that don't and that are are still mired in what
got us here. And but consequently we all get punished by the legislature

[51:30–52:00]
in Austin, because some people can't take care of their business and do the right thing. And so we
all get punished for that. That's another huge frustration, is we seem to be doing the right thing.
And we're really shaping and really changing. And I know we're extremely unique in the fact that
we're a conservative school board. It's not the it's that's not the trend across Texas, but we get
punished along with everybody else, and it's it it's frustrating.",,,,,,0
26,0:52:00,0:54:00,"[52:00–52:30]
And it's I don't know. I can I I think I would rather say what I'm about to say so you don't have
to, and you may not think this, and if you disagree with it, it's uh you you can certainly disagree
with it. Um I would I would disagree just a little bit, Courtney. I think that rural school
districts and a lot of your suburban neighbors um are are trying to do the right things as well. I
think some of our elected officials are unhappy with

[52:30–53:00]
some of our urban school districts. And they're unhappy, uh they're unhappy with Dallas. They're
unhappy with Austin. They're unhappy with Fort Worth. Obviously unhappy with Houston. They've had a
takeover. And and we might even say, well, um I know firsthand about some of the challenges in
Dallas, but I know firsthand about some of the challenges from when I was commissioner. And I know a
little bit about how those are challenges are being addressed. And I think we've moved to a point
where the legislature

[53:00–53:30]
Legislature and elect officials are unhappy with urban education. Now you can say those those school
districts are in counties that maybe don't vote with the majority of the people who are elected. Um
I just kind of disregard that. I I'm just looking to say the kids are the kids or the kids are the
kids. The kids are who they are. And there's different kids to be served. You serve kids that have a
lot of differences. You you serve kids with special needs with from all ethnicities, speak different
languages.

[53:30–54:00]
And so we know it can be done. But some of our urban school districts get bogged down with a lot of
social issues. And that's what y'all try to make sure it's about academic excellence, academic
achievement. Now, do you have to address some of the needs that economically disadvantaged children
have and come with? Absolutely. Because they can't learn if you don't do some things like do they
need breakfast or do they need lunch or what do they need in order to",,,,,,0
27,0:54:00,0:56:00,"[54:00–54:30]
be able to learn. But as I reflect on working, I I I am concerned that the unhappiness that uh the
legislature may have with urban education is spilled over and and a lot of suburban districts and
rural districts have been caught in the backwash of that. When in fact we're we're really we need to
address those districts maybe differently. And maybe the work and and

[54:30–55:00]
Maybe the work in Houston might turn out to provide some answers and directions about what needs to
happen with regard to urban education. I'm a little bit I'm not sure what I'm seeing is making me
think that we're gonna get the get a blueprint for how to how to take how to serve urban education.
But I'm in a I'm in a lot of school districts in Texas, still am. And uh maybe I just get lost out
on the highway or something, I don't know, but still wander into a lot of different.

[55:30–56:00]
Wander into a lot of districts and and I see uh boards and lead and leadership that are trying to to
do the right things. And um you know I've got uh some other slides. I don't have a lot of slides
today because I think Jennifer said we don't need a lot of slides today. I said that's great. Uh
we'll have a good discussion. But um but I think as you think about your path forward as as
trustees, as leaders in a in a in a",,,,,,0
28,0:56:00,0:58:00,"[56:00–56:30]
quality district, you know, you think about, okay, how how are we different? How do we make sure we
stay competitive, which is what you're addressing, and and also maintain the trust. But you're in a
um uh you're in a network of of public schools in Texas uh that that don't all work the same way.
And and I think there is frustration in Austin um and I I

[56:30–57:00]
And I and I'm I think it again, I think it's unfair to you. I think it's unfair to a lot of
districts that uh because we're unhappy with certain districts and what they're doing and their
agendas, and maybe we don't, maybe we think they're not focused, okay, but let's don't punish
everybody else. It's kind of like one's acting up, we're gonna fur we're gonna punish everybody in
the class. No, no, no. And let's start figuring out what have we got to do to get the the the folks
that are struggling refocused, re-centered, and headed in a direction.

[57:00–57:30]
that's consistent, that we believe, the majority of the citizens in Texas believe. And I can only
gauge that based on elections, based on what people say in elections, and that the people they elect
and what they believe in their value system and what we believe in, and yes, even what the State
Board of Education believes. Because if we don't like what the State Board of Education is doing,
then there is an election. And if we want to do something about that, then that's that's where that
has to be addressed. But I think

[57:30–58:00]
you're dealing with some of that. I think you're dealing with the unhappiness that um election of fi
elected officials may have with urban education. Urban education is is struggling. Uh and having
said that, I will also tell you there are a lot of sweet stories in this school district in Spring
Branch that never get probably nobody ever knows about. There are also sweet stories in urban school
districts that nobody ever knows about. Because there there is a",,,,,,0
29,0:58:00,1:00:00,"[58:00–58:30]
question about the direction. I don't know exactly, John, how you said that in the or begin your
opening comments, but you articulated it pretty well. What is this supposed to look like? What what
is education? What are we trying to do? And is it it this should it be the same in HISD? Um before
we take a break, I'll I'll impose on you one more thing that may add some uh clarity to this. This

[58:30–59:00]
This next session, I hate to date myself, will be my 42nd session, I think. No, it won't. Yes, it
will. Or will it? Will it be? I started attending legislative sessions in 1983. So that's 42 years,
so that's 21 sessions. 21 sessions. My observations, and when I was Commissioner of Education, I've
I've it was interesting to observe that when the legislature took on big stuff, and and whether it
was health and human services, transportation,

[59:30–01:00:00]
Higher education, public education, any of the big buckets that where money goes. And if they took
on a session where they took on public education, for instance, in 1995, public education was the
big ticket item. It was the first session for George Bush. Bill Ratliffe was the chairman of Senate
Education. Paul Ratliff was the chairman of House Public Education.",,,,,,0
30,1:00:00,1:02:00,"[01:00:00–01:00:30]
And they rewrote the Texas Education Code, and it's the last time the code was rewritten, and then
that was Senate Bill One, a complete rewrite of the code, including Chapter 37, Student Discipline,
which we'll talk about after the break. But it it was a major endeavor. It dominated that session.
There were three or four other things that got done that might a little tort reform, maybe a little
insurance reform, but education reform was the big deal, and it exhausted the members because it was
money.

[01:00:30–01:01:00]
it was discipline, it was testing, it was accountability, it was everything in the code. And it was
probably almost too much, but it dominated. Once a member a legislative body has invested that much
in an effort like that, guess what they want to do next session? They don't want to touch it. And
the next session, they don't want to touch it. And the next session, we'll tweak it, and the
argument is always then about funding it.

[01:01:00–01:01:30]
We've created this system and we've said what we're gonna do in testing, accountability, personnel,
teacher salaries, special education, bilingual education. We've rewritten it. Leave it alone. We
gotta do higher education, or we gotta do transportation, or we've got to do health and human
services, or we've got to do some other big bucket. But education, we've done education. And it has
stayed that way. It stayed that way probably for about five or six sessions. And since that time,
it's been what I call tinkering.

[01:01:30–01:02:00]
We tinkered a little bit with chapter 37, which is discipline. We tinkered a little with we've
tinkered a lot with testing and accountability. We used to have a pretty straightforward testing
program and a pretty straightforward accountability program. And that has gotten very, very complex
and it has dominated. And I would ask you to think about when we come back, what what do you think
is your biggest impediment as a trustee or as a group of trustees to doing what you'd really like to
do with your schools and do?",,,,,,0
31,1:02:00,1:04:00,"[01:02:00–01:02:30]
you have the flexibility to do it? And I won't even we'll go to the money, the funding part of it,
because that's a whole nother thing. But but if you ask yourself why won't the legislature deal with
this, it's it's a big undertaking. Um there are also some people that would ask: um, do we have the
people in the legislature who can write a big, big education bill in the House or in the Senate?

[01:02:30–01:03:00]
are in the Senate and get it passed. That's and and if they did, you know, would it be something
that Spring Branch would look at as productive and it would be helpful also to the urban districts
that are that are struggling. It's something for you to think about, but just wanted you to have a
little bit of perspective of the legislature is uh as a body they will they will invest but it takes
a lot. It takes a lot to get them invest and once they put it in place

[01:03:00–01:03:30]
you say, well, why won't people change? It's we wrote this bill, it must be a great bill. We wrote
this legislation, it must be great, and we've worked on it, and we've got the majority of the votes
to get it done, and we passed it, the governor signed it, we're done. And getting it, getting an
overhaul, getting a change in a system this big is pretty, pretty difficult. Does that I think that
is exactly the problem with the urban districts? They're too

[01:03:30–01:04:00]
big. They're just too big. I don't I can't I I really I can appreciate how difficult it is for their
boards and for their superintendents and their senior staff to really drive any change. They're just
too big. And I and and and they're extremely diverse with diverse needs and um I I think they would
almost do well to start breaking them up because I I",,,,,,0
32,1:04:00,1:06:00,"[01:04:30–01:05:00]
just think you would I think you would see more uh movement in the things that you need to move on,
which is outcomes and and those kind of things. I mean, you know, whatever you might think of how
HISD is going right now, they have so many issues. I mean, and to John's point earlier, the system
does not like change. And so when you whoever comes into that role, Miles or whoever, they are

[01:05:00–01:05:30]
all against him no matter what he tries to do. And and and people don't want change. And the
legislature is that the legislature doesn't want change some once they've done it. Right. Getting
them to change what they've done. Well, well, look at fun. Look at funding. Everyone will tell you
privately that this is not a good way to do funding. But everyone says, but it's such a colossal
headache, it's so intricate, no one even really understands it, that we're not tackling it.

[01:05:30–01:06:00]
It. And so we continue this every single session of doing this Byzantine, to borrow the Supreme
Court's terminology, way to fund our public education. And it's not working, but no one is willing
to to do anything about it. Yeah. The the leg the legislature's known for a long time since the
advent of Robin Hood that as long as we rely on the property tax to fund schools, the funding system
will always be a big, big source of contention. And it's",,,,,,0
33,1:06:00,1:08:00,"[01:06:00–01:06:30]
it's and I'm you know, I'm I'm like most of you, I'm pretty uh I'm pretty conservative and I wanna
be I want us to be very thoughtful about the use of tax dollars. Uh I have five grandkids in the
public schools, but I'm still uh I'm not a personal subscriber today, but I want but I want the
dollars spent wisely. And uh, you know what but what we have right now with regard to the
continuation of Robin Hood and the property tax reliance is is it's it's gonna cause
contentiousness. One last thing and I'll take a

[01:06:30–01:07:00]
we'll take a break, and you'll find you might find this humorous, you may not. I kind of thought the
same thing a little bit at least. I thought, well, maybe if we talked about breaking the big school
districts up when I'm when I was commissioner of education, I thought, hmm, you know, maybe because
I'd come to Houston, I'd speak to the Greater Houston Partnership, or I'd go to the Dallas and talk
to the Dallas Citizens Council and hear what their concerns were, and they'd say, um, you know, we
need to break these districts up, they're just too big. I'd go over to San Antonio, um, and the San
Antonio chamber would get me over there and say, we need to get all these.

[01:07:00–01:07:30]
we got 17 school districts in Beyer County. We need to get it's too many, that's too many people,
that's too many administrators, it's too much administrative cost. We need to get them all together
as one school district. And so I was and and and I was like trying to figure out what do you do with
this? And the legislature is the same way. Because the m their their delegations were saying that
the Houston delegation was saying one thing, Dallas delegation say another thing, but the San
Antonio delegation would say something else. So those signals were conflicting. My my honest belief
is, though, that the legislature

[01:07:30–01:08:00]
Legislature has to have the courage. There is a duty of about education in the Constitution of this
state, and I think they have to be the ones that have to have the courage to address some of that.
And we'll talk about that when we come back from a break. Let's say it's about 10 15. Why don't we
get together back here about 10 30? Is that okay? All right. Sounds good. We're good? We're good.
Okay. Um Shannon, you still with us?",,,,,,0
34,1:08:00,1:10:00,"[01:08:30–01:09:00]
I'm here, thank you. Okay. Just wanted to check in. Um I appreciate it. Um you're we haven't
forgotten about you. Well well, let's let's let's talk about education in Texas and let's talk about
being a school board member in the current environment. Um I mean I've I've kind of seen y'all deal
with attendance boundaries, CRT, single-member districts, budget challenges, closing schools, some
of the easy stuff.

[01:09:00–01:09:30]
that school trustees get to No, I would have to say this in all honesty. I I since COVID I don't
know the number of high stakes issues that have been before you as a board. And and and there have
been other districts that have but you have probably had as many high stakes issues as anybody deal
with uh in the last four years. And I would I would um and I hold you up. I do I do hold you up in
other other places as

[01:09:30–01:10:00]
as uh a board and a superintendent that have courageously dealt with some really, really difficult
challenges because I always said that w the most difficult things that I could ever have to do would
raise be raise taxes, close schools, change attendance boundaries. That just it's those those are
really, really hard issues. But you had to deal and you've had to deal, this district's had to deal
with uh the COVID related issues as well and with CRT. So um you throw all that in and it's uh
you've done some some heavy lifting.",,,,,,0
35,1:10:00,1:12:00,"[01:10:00–01:10:30]
What about what about being a board member in the current environment? What is it that's maybe
you're liking, but what's what's frustrating you? And we've kind of touched on it, I think, a little
bit, but I'd kind of like to hear you uh verbalize that a little bit more about what what is it that
you think we've got to really think about, you know what what's restricting us? What's restricting
us and and then I'll probably say what can you do about it? How you how are you dealing with it?

[01:10:30–01:11:00]
So, anybody want to talk about the where you feel the most frustrated or restricted right now? John?
Yeah, I'll jump in. Um so I guess when I look at our community and our students and our parents and
the product of our educational system, I guess where I land is, and you've heard it here, what needs
to change, and you're talking about time in the classroom or time on recess or time for our boys to
be boys. You're looking at

[01:11:00–01:11:30]
discipline, controlled environments, you're looking at safety and security, right? Can't learn
unless you can be there mentally and physically and spiritually, ready to learn. And then you're
just looking at money, right? And when you look at the fights along across the last year or two and
the struggles we've had to deal with, I think it's a very fair question for everyone sitting around
here to ask well, where is the best place for me to influence change on any one of those four items?
Well, we can't change the time in our classroom. I can't write.

[01:11:30–01:12:00]
legislation to change the discipline model or the ability to discipline in our schools. We're
begging for money, right? And then you look at safety and security, we get unfunded mandates. That I
would say I I'd be lying significantly if I said I wasn't frustrated. It took me maybe two and a
half years to realize: okay, all these things that we have to compete on, how much do I really
influence those as a board trustee? Where should I sit?",,,,,,0
36,1:12:00,1:14:00,"[01:12:00–01:12:30]
Right? Where's the real position of influence? And it's not necessarily in the seat in a house rep
race, right? You can do some things, but even there you pick a bill, you run with it. But you you
said who can actually write a comprehensive educational reform bill that addresses all of these?
You'll notice there's not a single bill that addresses all four of these, but they all work in tan
and they all work uh in parallel. So if you're looking for someone to go in there and write a
significant educational reform bill to get it pushed through, with all the masters our political uh
elected serve, right? The the donors, the

[01:13:00–01:13:30]
bipartisanship battles, the the voters, it becomes very difficult, right? Um so when you look at
okay, well, what does a trustee do? Well, we help govern through um the superintendent, uh we help
uh impact the culture, I think, through that. We impact the culture through policy, we impact the
culture through uh our budgets. And at the end of the day, I I think what folks need to realize is
we are producing a product to operate in a culture. And when you start with the end in mind, I think
you have to start with well, what is our

[01:13:30–01:14:00]
culture? So when people say, hey, what's our education? Well at the end of the day, I think you need
to ask, well what what culture do we want? You know, we want a civic-minded student, we want a
purposeful student, we want a student that's gonna sit there and go, well, how am I going to serve
beyond myself after my years in the academic halls? And uh I I think it merits some introspection
from the educational world to say well is is are we aligned correctly? Are we producing that
student? We took civics out of our curriculum. Right? I'd love to see",,,,,,0
37,1:14:00,1:16:00,"[01:14:00–01:14:30]
the volunteerism specific to servant leadership, not just to get a check-the-box uh number of hours
via National Honor Society for an application. I want to see legitimate civic duty servant
leadership uh trends once we took civics out of our curriculum. Um and then you look at just the
moral compass of our culture and society. So for me, I think you start with the end in mind, you
maybe start working backwards, but then you're gonna sit there and go, well, as a trustee, where do
I influence? What can I do? And I think we've all, I think, for the most part, I think we've worked
hard.

[01:14:30–01:15:00]
and try to serve our communities well. I think uh SBISD is uh a community of promise, and there's
there's a lot to be proud of and a lot to work for, and I think we're gonna have some opportunities
to compete. But when you look at you know the overall picture, right, that those are my frustrations
and those are my my insights after about two and a half years as a trustee. Right. And I've
certainly asked myself, well, what's next? Um because when I ran, I you know, I made the statement
of, well, it really matters to have skin in the game, and you know, my my kids were that skin in the
game. Right? You're really plugged into the system when you have

[01:15:00–01:15:30]
kids going to the schools here. My girls are about to graduate, so I think you know, I certainly am
having that conversation of well what what's next, right? Um and I've learned there are many places
to to exert that influence, and you don't necessarily have to be in a seat. Okay. Very good
thoughts. I mean, I appreciate every I was taking notes about uh what you were are communicating
there, but with regard to the culture you're trying to create and um the civility and the purpose of
the year.

[01:15:30–01:16:00]
and the purposeful lives that you want to. I mean, I think y'all have done a nice job in your uh
vision statements, vision statements and and some of the things you say, and I have them up here. I
mean I didn't don't know that that's not what we're really here to do today, but we can talk about
it in that. But I think y'all have said some really good things about the what you want to happen
for kids and for students. I think the the the question is um you know how how restricted do you
feel to get where you want to go? Uh David and I were talking a little bit about that. Um and I",,,,,,0
38,1:16:00,1:18:00,"[01:16:00–01:16:30]
thought you did a nice job of of kind of sizing that up. Would you want to share that uh with the
group, the way you articulated that? Remember how I said it. Yeah, yeah. Well you know, it just th
there's I think you know, when you come to the seat, and I'm I'm saying that just from years of
being involved from the outside coming in, it it changes a little bit when you're on the inside and
you see things, you see the more of the hindrances, the things that stack up as to why the problem.

[01:17:00–01:17:30]
why the process gets slowed down or mired down in some things. But I I think for me the the you know
the the the realization that we have a school district in a community that we're trying to respond
to what the community holds up as this is important to them. And there's some higher expectations I
think that we have in Spring Branch from our community and what we have as a as what we expect in
our student outcomes and the opportunities and the experiences. And that's not shared with all of
the

[01:17:30–01:18:00]
districts. You know, those, you know, other communities have different priorities, have different
goals, have different things in mind. And yet we're all working statewide in a system that operates
under sort of the same formulas and the same models. And so I think, you know, as we were talking,
it it pins us in to a way of doing things that we, you know, really I'd like to I'd like to be able
to climb the tree a little bit and and you know and and and do a little bit of outside the box
thinking, but how do we how do we",,,,,,0
39,1:18:00,1:20:00,"[01:18:00–01:18:30]
navigate? How do we find that that place? That's that's my my concern, my frustration is trying to
find what we can do to be truly responsive to our community, really making sure that what we have
for our students is the the outcomes that we all you know that we're all looking for, we're
expecting for the you did you want to say something, Jennifer? You were saying what else what else
would you be thinking about with regard to

[01:18:30–01:19:00]
being a trustee and say okay this environment is tough what are the most important things that I
want that I want taxpayers in this school district to to know or to hear what are the most and I
know you probably at board meetings you probably say some things that you hope others are hearing
and are are grasping but what keeps coming back to mind that you you hope that you know taxpayers
understand that and and David and I

[01:19:00–01:19:30]
And Dave and I were talking about this, and y'all have heard me say this before. You the state
hasn't changed. The state's changing. We're not growing as fast as we were. We grow we're growing
about 80,000 kids. From 1995 to 2018, we grew about 80,000 kids a year. We're growing about 12,000
students a year now in Texas. The growth has has slowed down. Birth rates have slowed down. But the
fastest growing parts of the population are the under 18 and the over 55. I know it's hard for y'all
to tell, but I'm in that over that last group. I'm in that over 55.

[01:19:30–01:20:00]
that over fifty five group. So what's the message? What are the messages? And and specifically
you've got messages to the to the parents who are your subscribers, and then you've got the over
fifty-fives and the uh people that don't have kids in your schools that I guess they're they're
they're not subscribers, but maybe would we say they're sure consumers? Yeah I've got something Dr.
Moses. Yeah. Can you hear okay uh",,,,,,0
40,1:20:00,1:22:00,"[01:20:00–01:20:30]
Okay. Um, I think w in regards to that, and just with the frustrations, is um, and you've mentioned
some of the difficult things that we've had to decide, is I want parents and community members to
know that we don't take those decisions lightly. I think um there is a misconception in certain
areas that these decisions are made lightly, and that's not the case. Um and that's something that
you can say, and I guess it's up to them to believe it or not, and we we we can't do anything about
it. Um, but for like the

[01:20:30–01:21:00]
over 55s also that we're making these decisions because we want to stay competitive. We want what's
best for these students, and we need our district to stay strong. We can't just stay status quo as
we've been doing. We have to make smart decisions and we have to make efficient decisions, and
sometimes they're really hard. Agree. Good, good, good comments. Anyone want to add anything to
that? I'm gonna say something? Go ahead, John. I guess. What a one author out there, and I'm
speaking probably a certain

[01:21:30–01:22:00]
Probably a a certain group of folks that tend to spend some time over in Austin. What I get
frustrated about with the challenge that school choice presents to Pub Ed funding is you often hear,
hey, Pub Ed funding shouldn't fear competition. I even say that, right? And I believe that. I mean,
I run a business and I don't fear competition. You should be, you know, you shouldn't be scared or
you should be prepared, right? But on the flip side of that is, well, neither should private
schools. Neither should charter schools. Neither should homeschoolers. They should not fear
competition from Pub Ed. And when I look at",,,,,,0
41,1:22:00,1:24:00,"[01:22:00–01:22:30]
preparing our students, you know, we actually have it in our educational philosophy that we're we're
preparing them to go be purposeful uh participants in our economy, in our free market economy. I
think we actually even have the word in there, free market economy. Well then if we're gonna do
that, let's make sure that we're not hamstringing PubEd as we're writing legislation in a mindset of
our private schools are scared of us. I mean, if you're gonna if you're gonna impose that mindset on
us, it goes both ways, right? And I think that's what our legislators really really need to adopt
when they start.

[01:22:30–01:23:00]
looking at this. Because like I said, we can go scream and shout for money and we can beg for money,
right? But at the end of the day, money doesn't necessarily give us the more time in classrooms that
we absolutely need. That has to be legislated by removing other requirements on our on our teachers,
on our administration. It doesn't necessarily give us safer schools, right? I mean we can go buy
some things, but at the end of the day we kind of need some legislation to bolster that. When you
look at uh you know things on the cultural um you know political politicization of some of our uh
schools

[01:23:00–01:23:30]
schools. Well, some of that is legislated through you know different means than just money, right?
Money really helps us with talent and programs. Um so for me I sit there and go, if if you're going
to really take on this school choice fight, um you might garner a bit more support by not forgetting
the conservatives that really see Pub Ed space as you know like like this board as the place where
hey not everyone's gonna be able to even with a school choice program not everyone's gonna be able
to afford sending their kid or even want to send their kid. There's a lot of value in having your
kid go to a place like Stratford America, right? I mean I love

[01:23:30–01:24:00]
my kid getting exposed to an environment where it represents America. You learn lessons that you're
not going to learn and live in. Right. And those were conversations I had with my wife when we were
trying to figure out, well, what do we do with our students? And so I I'm not looking, or I don't
think a lot of folks want that space to die, even on the conservative side. And I don't think our
legislators do either. But in their messaging and their signaling and their attacks, it just seems
that it's it's this one sided perspective, right? And and that's what I find frustrating, and I'd
like for them to hear and listen as they go down this road.",,,,,,0
42,1:24:00,1:26:00,"[01:24:00–01:24:30]
because we're going to have that battle again, right? And you know, I I've learned enough to realize
some folks are dug in one way or the other. They're they're going to battle. I don't know how much
they really care about our voice on that fight. And that's why I would you know probably look to
have our fight with legislative priorities be on different things that really affect time and
discipline, because that is where we have to compete. And I I like your I like your observation. I I
would say that my suggestion to a lot of school leaders has been: I don't know that I would say no
to ESP.

[01:24:30–01:25:00]
No to ESAs are vouchers. They uh they're they're vouchers. I think I my question would be okay,
would you tell me about how the accountability is going to work for for that program? I'd I'd like
to because then we know we're talking about accountability for public schools, private schools,
charter schools. Whoever's getting your state, your do your tax dollars, my tax dollars, all of our
tax whoever is getting those dollars, there we we would like to know what's happening with those
dollars. We deserve to know. And that to me

[01:25:30–01:26:00]
the approach with elected officials is to is keep asking that question rather than just say no.
Because uh th that decision probably has been made that there's gotta be some sort of alternative.
Okay. Uh I think I've told y'all before I used to meet with all the headmasters at some of the most
prestigious private schools. I'm here in Houston, Dallas, Kincaid School, Ursulin, Hockey, and and
of course I never most of the headmasters would tell me",,,,,,0
43,1:26:00,1:28:00,"[01:26:00–01:26:30]
We really don't want to give state test. We really we really don't want to get into that testing
program, and so we're really not interested in that in that program, uh, or participating in that
program. So, and that's that's okay. You know, again, I've give honor to how parents choose to
educate their kids. My fear has been, and I suspect you've heard this, when you ask that question
about accountability, the answer that you often get is well the parents will decide by by their
feet, by whether they they stay or leave. They that will be a cat that will be the

[01:26:30–01:27:00]
Be account that will be the school's accountability. If that's true, then what you're talking about
in terms of flexibility for time, flexibility for programs, whatever it may be, to spend some time
on civics or on financial accountability and responsibility or whatever, designing that program,
there needs to be some freedom for local boards to do that. Again, just a we did.

[01:27:00–01:27:30]
make a a big shift, um, a paradigm shift in 1995 away from a lot of state control. Much too people
in here are much too young to know, but in 1984, Ross Perot passed helped pass legislation called
House Bill 72, which which came we had no pass, no play. Up until that time, um you could play play
extracurricular activities and you whether you made F's or not, you could participate. Uh teacher
testing was put in place.

[01:27:30–01:28:00]
Placed. We went through about a decade of very heavy, heavy, heavy state control. 1995 was a shift
to local control where local boards had a lot more authority. What changed that then was a very
specific testing and accountability program. And if you think about what all you have to invest in
terms of making sure that and we're all academic standards, we get it. We're all for that. We want
academic success.",,,,,,0
44,1:28:00,1:30:00,"[01:28:00–01:28:30]
The question is, have we gone so far into that area that we have not addressed maybe what we want a
graduate to look like in terms of purposeful life, civics, financial responsibility. I don't know
the answer to that. I want you to be able to do that. What really distresses me on your behalf and
on behalf of school boards in Texas is we've shifted from, and y'all have said this, and Lisa said
this, I've heard

[01:28:30–01:29:00]
her say it in a meeting or two, and I've heard her say it in a podcast recently that we we have done
a shift from local control to state control, heavy state control of education. And I'll give you a
couple things to react to. I would submit to you that if you wanted to say, you know, we'd like to
raise taxes two cents more than we're allowed to, or three cents more, because we'd like to pay our
teachers more, or we'd like to have a little bit different programs, or buy some more time to do
some.

[01:29:00–01:29:30]
things we'd like to do. You don't, even if you wanted to go beyond what you could legally do with a
Vader, you you have very, very little options to say we want to do a little more for our kids.
That's not local control. And that's really, I think, it's kind of bringing everybody down instead
of lifting everybody up. So I would submit to you, first of all, that the school finance system and
our reliance on",,,,,,0
45,1:30:00,1:32:00,"[01:30:00–01:30:30]
property taxes, and now I'm talking about a big, big move, and it's not a decision for today. But if
I were to think as a trustee, how are we really going to change what's going to happen? I've got to
start at least discussion with business leaders, with people of con with who are influencers, about
do you really think that do you understand? And and y'all have done a great job of educating a lot
of your influencers about what's happening to you. I and I think a few other school districts have
done that too, not perhaps not.

[01:30:30–01:31:00]
Do not perhaps not as well as as Jennifer and Christine and all of you have done. But I think that
there has got to be an understanding that the property tax is it's already a resented tax, but that
it's it's the way it's structured right now is gonna make it very difficult for you to ever have
local control the way you would like to have it. The other thing you mentioned raising taxes to be
able to do certain other extra things. We can't, as a recapture district, we really can't even do
that. All you can do is send money. Yeah, I know. We send half of it.

[01:31:00–01:31:30]
back to Austin even if we you know, so it it we don't even have that mechanism, honestly. How much
were you how much were y'all subject to this year, Jennifer? Well this year it went down
significantly. Okay. Um last year, what was the number like last year you have to went from went
from eighty million and then it dropped down to like about a million, but it goes back up to I'm
looking at John, because I know he talks to eleven million, and then it goes up again to like twenty
some odd million. So it just it it then it just it just And you're a locally elected board of
trustees that

[01:31:30–01:32:00]
Trustees that's supposed to be doing planning. How do you plan? How do you plan for that? How do you
plan when you really can't even set your budget because you really don't even know how much money
you're getting? It's crazy. Well, it's been something that since since we've had this method
mechanism for funding schools, it has been all over the field. It's been the uh the source of a lot
of controversy, but what I see it doing most, I see it, and I'm not opposed to testing.",,,,,,0
