chunk_id,window_start,window_end,text,binary_hit,confidence
25,0:52:00,0:54:00,"[52:00–52:30]
operational costs, but also promotes sustainability and fosters health fosters healthier learning
environments. We urge you to review the HANA we have provided, and which outlines detailed examples
of successful initiatives, highlights the potential cost savings using the district specific
calculator, and offers additional resources to support the implementation of these changes. Signing
the resolution for commitment to clean energy and electrification will formalize KDISD's dedication
to a sustainable and forward-thinking future. Furthermore, we encourage you to schedule a follow-up
work study meeting to discuss the initiatives in greater detail.

[52:30–53:00]
And collaborate on actionable next steps. By taking these critical actions, KDIC can exemplify
visionary leadership, prioritize sustainability, academic excellence, and resilience for the benefit
of its students and community. Thank you for your time and attention. Thank you. Ryan Price,
followed by Carenza Murdick. Good afternoon. My name is Ryan Price. I'm a paleontologist and natural
sciences educator. I work for the Houston Museum of Natural Science. I've also held positions for
the Houston Zoos Education Department.

[53:00–53:30]
Department. I've also worked with another museum in Tucumcary, New Mexico, outside of the state of
Texas. I've also spent about 300 hours in the CFISD school system, working between the ages of first
and fifth grade, teaching STEM sciences mainly in environmental sciences and life sciences. Given
this, I was a little upset to learn that uh one of the books was removed recently from your school's
libraries, that being Steve Parker's Eyewitness MAML. This was a little confounding to me because
MAML is a book intended for uh grades first through fourth grade. It's primarily a picture book.

[53:30–54:00]
with small paragraphs. Just uh describing what a mammal is, where they come from, uh, where they
live, what they look like, things like that. Um, so I don't really understand following the KDISD's
penal codes. There's no explicit nature in this book. There's no sexual content, and they're without
context. There's no violence in there either. This doesn't seem to break any of the rules, so it was
removed, and that was a little strange. Um I saw on the list that things were pr removed for being
perversively vulgar. Vulgar seems like a strong word for a book about what a mammal is for a second
grader. So don't",0,5
26,0:54:00,0:56:00,"[54:00–54:30]
So I don't understand that either. Um, I reached out to the author to let him know that his book had
been removed, and I have provided his personal statement to you all. Um, he's written it down uh for
you guys. Um kind of to finalize my my argument here, I'd like to go ahead and state that Texas has
one of the greatest biodiversity of mammals in the world. In Houston, you have a better chance, and
your children have a better chance, of seeing a mammal on their way to and from school than almost
any city of equivalent size on the planet. And it seems a little strange and uncomfortable to me
that your students and your children wouldn't be able to identify it or

[54:30–55:00]
learn about it here in the state of Texas. That upsets me as an educator, but more importantly, it
upsets me as someone who hey really loves animals. I want to go ahead and thank the board so much
for their time today. Thank you guys so much and have a rest of the rest of your afternoon. Thank
you. Lorenza Murdoch, followed by Angela Clark. Good evening, everybody. I'm here from um KDISD
Council of PTAs. I'm the president currently.

[55:30–56:00]
currently um and I am here to give my report just kind of an end of the year before we go into
spring uh fall report. I uh excuse me. We're here our council is made up of 70 70 different PTAs and
together we are working to ensure that every child's potential is a reality because we value the
partnership between the superintendent, school board, community and PTA and because we count on your
continued support, I want to give you a brief update on our important work even though I gave you
like",0,5
27,0:56:00,0:58:00,"[56:00–56:30]
So I gave you like two pages plus. I won't read through all of that. Our goal this year has been to
become more involved, inclusive, and available to our local PTAs, the district, and the community.
We are working on increasing our membership numbers to reach our goal of 35,000. And we are
currently at about 29,000, I believe. It's in my paperwork. And we are also working to increase our
presence and our voice in Austin on February 24th, 2025, at Rally Day. This is where we're going to
go and talk with our leaders.

[56:30–57:00]
about keeping school funding in our public schools and all the things that you guys are facing now.
I'm going to move on to some of our successes. We have earned the Council on the Move Award, and
many of our local PTAs have earned many of the following rewards, awards, excuse me. The Head Start
Awards, Snappy and Crease, Golden Apple, Mars and Student Membership Award, Taylor High School has
been awarded the Community Gold Award. They are the only school in our district to earn that. I have
30 seconds, so I have to hurry.

[57:00–57:30]
Okay, so now to brag on our National PTA Grant Award recipients. Golbo Elementary, Hudzel, Schmals,
and Rhylander were awarded the ReadyTech Go grant by the National PTA and ATT. May Creek Junior High
was awarded the PTA Connected Be Internet Awesome grant, sponsored by Google and YouTube. And we
want to thank all of you for becoming members of our single one of you. And there is

[57:30–58:00]
Thank you. Thank you so much. Thank you. Thank you for what you do. Thank you so much. Angela Clark,
followed by Jared Burton. Good afternoon, ladies and gentlemen of the board. Um I'm here to suggest
um one I have two students enrolled in KDISD. Um I'm here to suggest more sensitivity and inclusion
training for the staff of all KDISD.",0,5
28,0:58:00,1:00:00,"[58:00–58:30]
KDISD. As I just stated, I have two students currently enrolled in KDISD, and I've had several
unnecessary issues and challenges with the staff, seeking information, whether it be safety
protocol, if my child's safety has been violated by a parent on school's grounds, which is one
specific thing that I've had to address, and I have taken that through all proper channels as far as
up to superintendents as well as well as KDISD police.

[58:30–59:00]
To the superintendent level with no avail. And when I do what I think is the right thing to do, I
met with uncooperative staff that will give no clarity or direct information. I've had to reach out
to the KDISD police department regarding my son being endangered by a parent that decided to come
onto school's campus and have lunch with the child, but chose to confront my child. And when I've
brought this information to the staff as well as to superintendents, the same principle is in place.
I've run into the parent.

[59:30–01:00:00]
again at an event that was by KDISD after being told by KDISD police that this person was supposed
to be banned from property, um, from all KDISD events and properties. Um, the ridiculous pin
whipping um that I'm having and the runaround that I'm experiencing is both inhumane and stressful
to myself and my family. We've been accused of falsifying documentation in order to stay here in the
district when we've",0,5
29,1:00:00,1:02:00,"[01:00:00–01:00:30]
Lived here in the district. We've provided all information required, and we're being asked to
provide information that's not required on your particular website. So I'm asking that you all take
this into consideration and hopefully make some changes. Thank you. Thank you. Jared Burton,
followed by Alison Knight.

[01:00:30–01:01:00]
And president of the School of Sexuality and Gender Alliance Club. In my 10th grade English 2 class,
as part of our unit on dystopian literature, we read a letter pinned by author Kurt Vonnegut 51
years ago, addressed to a school board not so different from our own in Drake, North Dakota. Deeming
his novel Slaughterhouse 5 inappropriate and unsuitable for their classrooms, the school board
president ordered that all copies be thrown into the furnace, an act that sparked a nationwide
outcry. Who do these people think they are, everybody thought? And now we're the district that I
read about in class. Here we are, 51 years later. KDISD has deemed Slaughterhouse 5 to be unsuitable
and

[01:01:00–01:01:30]
inappropriate for our classrooms. And while nobody's shoveling any books into furnaces, there are
still striking parallels to be drawn. In the same way, Vonnegut's words in a private letter to the
school board president ring true even today. Quote If you were to bother to read my books, to behave
as educated persons would, you would learn that they are not sexy and do not argue in favor of
wildness of any kind. They beg people to be kinder and more responsible than they often are. It is
true that some of the characters speak coarsely, that is because people speak coarsely in real life.
And we all know that we all know that too, that those words don't really ch damage children much.
They didn't damage us when we were young.

[01:01:30–01:02:00]
It was evil deeds and lying that hurt us. If you think some foul end quote If you think some foul
mouth characters are enough reason to throw a book into the metaphorical furnace, then I'd assume
you've never listened in on a conversation between the average group of high school boys. You do not
protect a child from the world by throwing a sheet over their head and covering their ears as you
walk them through their lives. This doesn't keep them innocent, it keeps them ignorant. We inhabit a
world with a dark side, and it's better that our students know these dangers from a book before they
knew them know them firsthand. Books challenge us to think, but these books are constantly
challenged because you're afraid to think. If you don't want students reading these books because
you're afraid it'll make them",0,5
30,1:02:00,1:04:00,"[01:02:00–01:02:30]
uncomfortable. How do you think that makes that feels to the student who sees their own story within
these pages? That their own life is too vulgar to be found in a school library? I for one am sick
and tired of having my education whittled down at the whim of people who fear that words on a page
will turn their kids gay. Thank you.

[01:02:30–01:03:00]
By George Scott, good evening, President Perez, Board of Trustees, and Dr. Grigorsky. My name is
Allison Knight and I'm a fifth grade teacher in KDISD. As most of you are well aware, teachers'
planning and prep time, which is protected under the Texas Education Code, Section 21.404, is being
illegally taken away from teachers across KDISD. This code and your own board policies state that
teachers have the right to 450 minutes every two weeks of planning and prep time, which is a minimum
of 45 minutes each day.

[01:03:00–01:03:30]
Though this is clearly stated, we have been told repeatedly that it's a campus in district
expectation that we are to meet for grade level planning sessions, data digs, mandatory meetings,
and the occasional district professional development session during two out of our five planning
periods each week. This is stealing at minimum 40% of teachers' legally protected time every single
week. When going through the proper administrative channels and bringing these concerns directly to
district leadership last school year, we were told why we should voluntarily give up our planning.

[01:03:30–01:04:00]
time anyway because we work after school to prep. Then this year, while continuing to have the same
conversation and pushing that planning time is a right, we were told you have a choice in where you
work. This is negatively impacting this board's previous and ongoing attempts to promote teacher
retention. And we are not asking for extra time or resources. We are asking for you to protect the
time that is legally ours. While your teachers are doing the best we can for our students, you
remain out of compliance.",0,5
31,1:04:00,1:06:00,"[01:04:30–01:05:00]
with the state education code. I urge the board to finally take action on this issue and ensure that
your teachers' rights and time are respected, not just in policy but in practice. The students in
KDISD deserve educators who are fully prepared, supported, and respected. Thank you. Thank you.
George Scott, followed by Laura Johansen. My name is George Scott.

[01:05:00–01:05:30]
Scott, uh Katie resident, three children, graduates of KDISD, since we moved to town in 1983, which
was a long time ago. As an aside, I've covered city council and school board meetings for over 50
years. These students did one of the best jobs I have ever seen of playing the two to three minute
time restricted speeches as I've ever seen. Y'all did a great job. My primary goal here tonight is
this.

[01:05:30–01:06:00]
I think that this probably stayed on your table, and I want to make sure that there is a public
record with the video camera and the recorder rolling that you got this document. Good morning. I
prefer the daylight of sunrise because it's morning somewhere than the darkness of sunset. Over the
course of the next month.",0,5
32,1:06:00,1:08:00,"[01:06:00–01:06:30]
and five months, as that letter explains, you each individually, including the superintendent of
schools, are going to have an opportunity to show your fidelity and your commitment to letting the
parents of this district know the truth, the whole truth, and nothing but the truth about the
academic fraudulence of the TEA's student testing and accountability system.

[01:06:30–01:07:00]
Period, paragraph end of story. Starting in January, I will be launching an effort to establish
direct communication with the parents of KDISD. There are many in the state of Texas who are more
concerned that there may be books in the library about the menstrual cramps of Anne Frank than there
are whether or not students can read about the menstrual cramps of Anne Frank. My goal is to help
parents.

[01:07:00–01:07:30]
understand what you're not doing. Thank you. Thank you. Laura Johansson, followed by Audrey Campus.
Hello, my name is Laura Johansson. I am a district taxpayer, mom of three KDIST students, a teacher,
and a member of the KD Texas AFT Union. This is my sixth year teaching fourth grade math and science
in this district.

[01:07:30–01:08:00]
Teachers are tired. We love our jobs, but we're overwhelmed by excessive meetings and the denial of
our legally protected planning periods and lunch breaks. Each week we're required to spend at least
two prep periods in mandatory supervised group planning, in addition to data and ARD meetings. This
leaves little time for actual preparation. One month this school year, I had only four prep periods
for the entire month. Sadly, this is not uncommon. Texas law requires teachers to have 450 minutes
of prep time every two weeks with at least 45 consecutive.",0,5
33,1:08:00,1:10:00,"[01:08:30–01:09:00]
minutes each day. The Attorney General and Texas Association of School Boards both confirm that
teachers cannot be required to attend meetings of any kind during this preparation time. Texas law
also mandates teachers receive a 30 minute duty free lunch each day. However, events like the first
day of school, house bonding days, they often result in us missing both our prep time and our 30
minute duty free lunch. This leaves us responsible for 20 plus students for eight hours straight
with no breaks.

[01:09:00–01:09:30]
Your teachers are frustrated and tired. What will you do to ensure that we get our legally protected
preparation time and lunch every day? Thank you. Thank you. Audrey Campos. Followed by Anne Rossi.
Good evening, board. My name is Audrey Campos, and my daughter is a senior at Pedo High School.
She's also an officer of the dance company, which was put together by the school's former dance
coaches.

[01:09:30–01:10:00]
The dance company was very successful during the twenty-three-twenty-four school year. However, the
dance coaches were replaced prior to the start of the current school year. And today I'm here
representing the parents of the dance company's team members to ask the district for assistance in
obtaining a partial refund from PADO High School for the $500 membership fee that we paid at the
beginning of the year for 24 and 25 school year. We have gone back and forth with the school but
have not been able to obtain an acceptable resolution. The school",0,5
34,1:10:00,1:12:00,"[01:10:00–01:10:30]
abruptly decided to dismantle the team for the second half of the year. And after the parents
complained about the negligence that our children were subjected to at times, our children have
attended competitions without coaches being present, and they were also exposed to safety issues. As
parents, we asked the school to assign a dedicated coach to the dance company, but instead the dance
the school decided to dismantle the team. And after much pushback, when the parents requested a
refund for the second half of the year, the school tried.

[01:10:30–01:11:00]
to appease us by turning the dance company from an uh a UIL performance team to simply another one
of the regular dance classes that the school already has. And they have added a syllabus that
includes reading and writing assignments along with a final exam. That is not what was advertised to
us as parents when they asked us to pay the $500 membership. And um also they do not get to keep
their uniforms that we have already paid for. We have asked for invoices, which they um have refused
to give to us. One of the parents was finally able to get an invoice from

[01:11:00–01:11:30]
the vendors that they claim that they went to, and the prices do not match. So we are asking for
assistance and being able to get a refund from the school. Thank you. Thank you. Anne Russian. Hi,
I'm Ann Russi. I have two KDISD students. I'd like to address the ongoing witch hunt for library
books this board believes are harmful to children. I've never worried about

[01:11:30–01:12:00]
my kids bringing home a library book that would hurt them. But I worry every day that they are
losing access to stories that foster empathy and awareness about lived experiences that are
different than their own because this board continues to narrow the scope of what is and is not
acceptable for my children to read. Under President Perez and the current board majority, KDISD
continues to systematically censor books that contain ideas, viewpoints, and perspectives the school
board and their supporters find objectionable. As we speak, students are being denied access to over
400.",0,5
35,1:12:00,1:14:00,"[01:12:00–01:12:30]
LGBT books while they sit behind invisible curtains on our library shelves waiting for review for
compliance with the board's latest ban on books that promote gender fluidity. Mrs. Calhoun recently
threw staff under the bus in an interview when she said, We're not bat banning any books. And to be
fair, the board didn't actually do this. This was on the administration to remove those books. To be
fair, the district is charged with implementing even the unconstitutional policies set by this board
that continue to restrict and remove access to books, many parents.

[01:13:00–01:13:30]
would prefer our children keep. Hopefully, over the next two trustee election cycles, we can start
to fix the policies that you all have broken. Thank you. This concludes the open forum portion of
our meeting. The board will now convene and closed meeting is authorized under section 551.001 of
the Texas Government Code for the following purposes: Texas Government Code 551.071 and 551.129.

[01:13:30–01:14:00]
Good evening. The board will now reconvene and open a meeting. Today is Monday, December 9, 2024,
and the time is 808 PM. The board has just reconvened from closed meeting in accordance with Chapter
551 of the Texas Government Code. Any action arising from discussions in a closed meeting must be
taken in an open meeting. The first item that we have today is uh nine point one. Uh",0,5
36,1:14:00,1:16:00,"[01:14:00–01:14:30]
Career and Technical Education, preparing students for their future careers today. And our presenter
is Jeannie Kineerum, Director of Career and Technical Education. Welcome. Good to have you. Thank
you. Good evening, members of the school board, President Perez, and Dr. Gogorski. In alignment with
strategic goal, design, I mean strategic design 2.3, identify and communicate personalized learning
pathways for all students. I would like to highlight the invaluable role that career and

[01:14:30–01:15:00]
Technical Education or CTE plays in preparing our students for both industry careers and
postsecondary education. CTE programs are designed to offer students hands-on real-world experiences
that go beyond traditional classroom learning. These programs bridge the gap between theoretical
knowledge and practical application, allowing students to gain the skills directly relevant to
today's job market.

[01:15:00–01:15:30]
I would like to start by sharing with you some important CTE data that shows the growth CTE has
experienced here in KDISD. Currently, we have 29,956 students enrolled in CTE, which is 65% of
grades 7 through 12 enrollment, and we offer 44 programs of study for students to follow their
passions.

[01:15:30–01:16:00]
On here you can see that we have grown from 22,084 students in 2021 2022 to where we currently are
at 26,950. I'm sorry, 29,956. I would like to point out that there was a dip in the enrollment
number, I'm sorry, in the certification numbers taken and earned in 22 23. This was due to TEA
changing the industry based.",1,5
37,1:16:00,1:18:00,"[01:16:00–01:16:30]
The industry-based certification list that year, which resulted in several certifications being
removed that our students had previously taken. When we are looking to add new programs within CTE,
we utilize data from the Gulf Coast Workforce Development Board to ensure that the programs will
support high-wage, high growth, and in-demand careers within our local area. CTE offers all of the
pathways in the

[01:17:00–01:17:30]
top ten that you see there for the high-wage, high growth, and in-demand CTE programs within the
Houston Gulf Coast region. Although we do not offer energy, we do offer the skills and the knowledge
that are covered within the energy program of study in our engineering, our manufacturing, and our
agriculture, food, and natural resources programs.

[01:17:30–01:18:00]
Important CTE facts and the local workforce data, it's important to share how CTE equips the
students in KDISD for those high-wage, high growth, and in-demand fields. CTE prepares students with
the practical skills needed for a career within those fields. Our students engage in labs,
workshops, simulations, and internships. For instance, a student in one of our healthcare programs
might practice patient care techniques in a simulated clinical.",1,5
38,1:18:00,1:20:00,"[01:18:00–01:18:30]
environment, while our automotive students work on real vehicles, including our district white
fleet. This hands on approach ensures that our students are job ready upon graduation. Our CTE
programs include opportunities for students to earn industry based certifications. These
certifications are not just pieces of paper, they are evidence of a student's readiness to meet
industry standards.

[01:18:30–01:19:00]
In our health care, education, real estate, culinary, and cosmetology programs, our students also
earn the licensure needed to work in that industry. Our partnerships with local businesses and
organizations further enhance this by providing curriculum guidance to our teachers and internship
opportunities, apprenticeships, and real-world project experiences for our students. These
connections are vital.

[01:19:00–01:19:30]
for our students as they transition from high school education to employment or higher education.
CTE also plays a crucial role in preparing students for their postsecondary education. The skills
and knowledge gained through CTE programs can lead to an advanced study in a specialized field. For
example, a student interested in engineering may start with the

[01:19:30–01:20:00]
May start with a foundation in robotics and automation and then move on to university engineering
programs with a solid practical background that many other students may not have. Additionally,
CTE's focus on problem solving and critical thinking skills help prepare them well for college level
coursework. Several CTE programs allow our students to earn a level one certificate from Houston
Community College.",0,5
39,1:20:00,1:22:00,"[01:20:00–01:20:30]
For example, our dual credit medical assistant program allows students to earn a level one
certificate in medical scribe from HCC, and our real estate program allows our students to earn a
level one certificate in residential real estate. These students who complete these programs
actually graduate from HCC prior to graduating from KDISD. This year we started our first ever
associate degree program.

[01:20:30–01:21:00]
This program is in partnership with Houston Community College and the University of Houston,
Victoria. Students will be able to graduate from KDISD with their associate degree in teaching from
HCC and continue their studies at the University of Houston, Victoria, where they will complete
their last two years towards their bachelor's degree and their teaching certification for elementary
through eighth grade. These students will be able to do their observation hours and their student
teaching right here in

[01:21:30–01:22:00]
KDISD so that we can grow our own teachers. One of the most compelling aspects of CTE is how it
engages our students. By exploring careers that they are passionate about, our students are
motivated and focused. This engagement often leads to higher graduation rates and better alignment
with their career goals. Furthermore, CTE helps students understand the very",0,5
40,1:22:00,1:24:00,"[01:22:00–01:22:30]
Understand the various pathways available to them, whether that means entering the workforce
directly or pursuing their higher education. They provide, in summary, CTE programs are a
cornerstone of preparing our students for success. They provide hands-on experiences, industry
certifications, and clear pathways to both career and higher education. By investing in and
expanding these programs, we invest in our

[01:22:30–01:23:00]
students' futures, ensuring that they are well prepared to thrive in a rapidly evolving world. Now I
would like to share with you the first installment of a series of CTE marketing videos that will be
shared with our junior high students prior to course selection. These videos will highlight the
great things happening in CTE across the district in our 44 programs of study. As we are getting
ready to go into course,

[01:23:00–01:23:30]
selection, we are working closely with our campus counselors to ensure that they have the t tools
necessary as well as the information about the many opportunities within CTE that they can share
with their students.

[01:23:30–01:24:00]
The Independent School District's Career and Technical Education Department is where learning goes
beyond the classroom. With over 40 unique programs of study, there is a place for your passion in
career and technical education. CTE lets you dive into learning real world skills, participate in
internships, and simulated lab experiences, explore career opportunities, and earn industry based
certifications. These prepare you to succeed in higher education or immediately enter a higher",0,5
41,1:24:00,1:26:00,"[01:24:00–01:24:30]
Immediately enter a high wage, high skill, and high demand career in today's workforce. KD ISD's CTE
program is your pathway to a future you can be excited about. For more information about all the
exciting CTE programs, go to the KDISD CTE website and click on CTE Programs of Study. You can also
talk with your counselor during course selection.

[01:24:30–01:25:00]
Of our CTE programs. And lastly, I wanted to share some important upcoming events that we have going
on. Later this week, we have our progress show on December 12th and 13th. And then this spring, in
February, the 11th through the 15th, is our KDISD livestock show. We'd love to have you come out and
just see the kids in action.

[01:25:30–01:26:00]
And now I'm available for any questions that you guys may have. Thank you. Thank you very much. This
is outstanding. CTE is the future, and I think it's going to be emphasized and it's going to grow
even more. Thank you. Thank you. Thank you so much. Any questions? Mr. Perez. Ms. Champagne? Thank
you. Can you tell me about the pro the show on December 12th? What time is it? And can we go to it?
Yes, you are welcome to come. It starts, I believe, at four o'clock, but what I'll do is it's on the
website.",0,5
42,1:26:00,1:28:00,"[01:26:00–01:26:30]
so I'll look at it and I'll make sure that we get that to you f the exact times. Okay. Thank you.
You're welcome. Thank you. Mr. President. And Ms. Cuzella. Thank you so much, Jeannie, for the
presentation. I I just I like to uh look at the numbers and I was curious if you had an answer to um
like the growth numbers from year to year. From 20 2021 2022 to the next school year was about a
$1400 sorry excuse me $1400 um

[01:26:30–01:27:00]
Student increase in enrollment. And then the next school year there was a 2,000 increase in student
enrollment, huge growth. And then from last year to this year, the the growth went we we only added
1300 in enrollment. I was curious, is there a reason for that? Or can you speak to that? So it's
really, you know, we go out and we market and we let students know, but there's only a finite amount
of students available to, I guess, go into the program.

[01:27:00–01:27:30]
program. So sometimes we'll have students, you know, one year that they we may have a group of
incoming ninth graders that are more into the fine arts or athletics or something like that. And
then the next year we may have students that are more likely to go into the CTE programs. We are
working to market and really get that information out there to the counselors. So I think that's
part of the growth, but again it's balancing the student interests. Okay. I was just curious um and
then

[01:27:30–01:28:00]
is there any talk of GPA exemption or and or adding 5.0 course availability at Miller? Because,
right, almost all of those courses for a high achieving student, they're not 5.0 courses, correct?
They're not at Miller. We do have some 5.0 courses on the main campuses. A lot of that is in our
engineering and our computer science. However, at Miller last year, we went in and implemented the",0,5
43,1:28:00,1:30:00,"[01:28:00–01:28:30]
implemented that students can GPA exempt the third and fourth course, which those are our Miller
courses. So students are able to GPA exempt those courses. Excuse me to make sure I understood you
said the third and fourth like year of a competency you mean? So it's the third and fourth year of a
CTE program. So you kind of think of it their 11th and 12th grade. The last yeah the last those okay
good because I think it's beautiful the hands-on the the uh uh opportunities to intern as a high
school student hands-on experience

[01:28:30–01:29:00]
Experience, I'd like to attract and have a balance, right, of that high achieving academic student
to be able to get that. Um and I'm not so certain they're attracted to that yet because they're
they're in a GPA game, if you will. Hate to say that, but that's some of our students, not not all.
Okay. Thank you very much. You're welcome. Other questions. Just a quick one. Uh what makes a a um
the TA recognize certain certifications and others like we have earned and then, you know, like out
of out of six thousand, forty four hundred are

[01:29:00–01:29:30]
under our T TEA. And is that are we trying to narrow that gap where we have more TEA or how how's
that what's the goal there? Yes. So TEA they were on a a every two year they were updating that
list. A lot of it was based on lobbying and business and industry input. There were some that we
have business and industry kind of shake their head as to why those are no longer on there. But it
was those were ones where districts were I guess",0,5
44,1:30:00,1:32:00,"[01:30:00–01:30:30]
learned how to say, oh, I know how to get a lot of certifications. And some districts were utilizing
those for everybody. And so those came off the list. For example, OSHA 30. Industry will tell you
all the time that's a very important certification, but there were districts in the state that were
getting every student that graduated an OSHA 30. So it came off the list. Same thing with Microsoft
Office Specialists, they pulled those off. And those were the ones where we that year we had that
dip, it was caused by the TEA pulling those off

[01:30:30–01:31:00]
We're hoping that they're going to bring some things back on. They've now switched to every five
years that they're going to update that list. And so we're hoping that you know there's not going to
be as much movement on and off the list. But we are we've made it our goal to try to make sure that
all of our certifications are on the TEA list. However, there are some that we still deem valuable
that are not on the list, and those are the ones that we've continued to support.

[01:31:00–01:31:30]
Right, I think the five-year uh thing sounds good because you'd hate to put your resources in
certain certifications and they then they switch it and drop it. Yes. And a lot of districts were
complaining about that. Thank you. Thank you very much. Any other questions? Thanks a lot. Thank you
all very much. Okay, we're moving on to the uh consent, the full consent agenda.

[01:31:30–01:32:00]
A consent agenda shall include items that are discussed and considered at the previous work study
board meeting as well as items of a recurring nature. The board shall be furnished with background
material for each item. Current consent agenda items shall be grouped together under one action
item. All items shall be acted upon by one vote without separate discussion unless a board member
requests that an item be withdrawn for individual consideration. And this is per BE legal and BE
local. Board members, are there any items that board members would like to?",0,5
45,1:32:00,1:34:00,"[01:32:00–01:32:30]
remove from the consent agenda? Mr. President. Ms. Gahun? I'd like to remove items 10.1 and 10.2 for
further discussion, please. Anything else? Mr. President, I'd like to remove 10.7 and 10.10 for
further discussion. 10 point seven and 10.10. Anything else? Mr. President. Do I have a do I have a
motion?

[01:32:30–01:33:00]
to approve the consent agenda except 10.1, 10.2, 10.7, and 10.10? Mr. President, I move that the
Board of Trustees approves the consent agenda for items 10.3 through 10.14, except for 10.1, 0.2,
0.7, 0.10, which have been removed from the consent agenda. Do I have a second? I second. Ms. Team
is seconded. Go ahead and press your keypad for your vote. And no.

[01:33:00–01:33:30]
And those consent agenda items are approved. We now move on to item 10.1. Yeah, any any discussion
on 10.1? Yes, Mr. President, that was my doing. So I have a question about the process for the
naming facilities.",0,5
46,1:34:00,1:36:00,"[01:34:00–01:34:30]
We build out those committees. Those committees are built out by members of the community that will
be impacted. And that selection committee, is that correct? Yes. Yes. Okay. The selection committee,
if I'm reading from the policy, it shall be compromised of at least two board members appointed by
the board president, the site administrator if identified, two parents from the attendance zone
involved if the facility is a school, and two parents from the district improvement committee. The
committee shall be chaired by a superintendent or designee.

[01:34:30–01:35:00]
Designee. The committee shall review all submitted names and support documentation and shall conduct
background research to determine whether the names meet the requirements of this policy. And then it
goes on further. I wanted to kind of get an idea when we built out these selection committees for
because there's been some hubbub. There was some a little bit on the one of the last schools that we
named because one family name wasn't included into a large sum of packets.

[01:35:00–01:35:30]
Some of packets that you received. This is my first time serving on a naming committee. So it was
new to me as far as what the process is. And so for my committee specifically, we had I think we had
seven parents. Andrea, can you correct me if I'm wrong or not on that, Dr. Grooms? There were more
There were more than the second committee off the top of my head. I can't verify if it's seven, but
I will find out that number for you. Okay. And then I guess that was my question is we had two.

[01:35:30–01:36:00]
parents from more than two parents from the attendance zone. But what exactly is the district
improvement committee number one? Can anybody tell me what that looks like? The district improvement
committee is the Katie Improvement Council. Okay. Which is comprised of uh parents, uh employees,
and representatives across the school district. Did we employ any of those people or volunteer any
of those people to be on either of these committees? Yes, so we contact individuals from the
committee.",0,5
47,1:36:00,1:38:00,"[01:36:00–01:36:30]
Committee. What often happens with many of our committees, whether they're bond committees or naming
committees or strategic planning committees, is that we will do a lot of outreach. A lot of folks
will tell us that they want to be a part of the process. They'll commit to it, but then the day of
the meeting, they may or may not show because life happens. Right. Commitments come up. So versus
the we had uh 47, that was the naming committee that I was on, and so I was aware um of how many
parents were involved with that, and there was a very robust discussion. Um

[01:36:30–01:37:00]
For 48, how many parents were included on 48? Well, I will tell you that two parents attended that
day. Okay. Now the same number of parents are invited to every committee. But we only had two people
show up for 48. Okay. And how do you know, or can we get a number for how many people are going to
be serviced at 47 and 48 respectively? How many children? How many yeah, the enrollment or what the
enrollment numbers are going to be for 47 and 48?

[01:37:00–01:37:30]
Yes, ma'am, we can get that to you. Some estimates for next year? Sure. Yes, ma'am. Um my
understanding is it's going to be over a thousand kids. Sure. A rest around about or right under. Um
so I just wanted to clarify that. And then as well, the committee process. So just in case people
aren't familiar, when you go into a committee process or selection committee process, you're listed
with there was at least ten packets that we were given. Um and you see them in real time. So you're
not given the

[01:37:30–01:38:00]
You're not given these packets prior to. Um, neither are any of the committee members. So you may
have an idea of a name that may be thrown out there, but you won't actually know for sure until you
get into that meeting. Why this is relevant is because in these committee power or in these
selection packets, these can be anywhere from 20 to 30 pages long per name. And you're given two
hours to decipher through 10 to 15 names.",0,5
48,1:38:00,1:40:00,"[01:38:30–01:39:00]
And that's it. And then you have to have discussion amongst you and whoever else is there. So for my
committee, it would have been myself, Mr. Redmond, Dr. Grooms, and then the administrator, the
principal, who has discussion points, and then parents. And then you have to all come to this
consensus within two hours with 15 different names and packets that are at least we'll just say 20
pages long. And you have to read through every single one of these packets to try to come to

[01:39:00–01:39:30]
an educated decision on what best to name the school. I'm gonna be totally honest, I didn't even
read all the packets. Like there's no possible way. You would have to be able to speed read in order
to read through every single packet. And my concern is with the process. How are we supposed to
intelligently ourselves as the board, members who who are selected on that committee, and then the
board itself make those decisions and

[01:39:30–01:40:00]
And then how are we supposed to expect community members to come in cold and read through mountains
of paperwork without having a preconceived idea of who they're voting for prior to, which then makes
it a little biased? So I I'm a little concerned about the process as it sits because I just don't
see how it's reflective of how you can make a good decision, reflective of community values,
reflective of what the community itself holds. How can you",0,5
